mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	11/8	12/8	1	1	1/8		1/8	1		-1	77	F5	5	0
2	1	1/2	1/2	1.5	0	0	12/8	2	1	3/8		1/4	3/2		-2	34	Bb1	1	13
2	1	1/2	1/2	1.5	0	0	12/8	2	1	3/8		1/4	3/2		-2	46	Bb2	2	13
2	1	1/2	1/2	0.5	0	0	12/8	1	1	1/8		1/8	1		-2	82	Bb5	5	1
2	1	1	1	0.5	1/8	1/8	12/8	1	1	1/8		1/8	1		-1	77	F5	5	2
2	1	3/2	3/2	0.5	1/4	1/4	12/8	1	1	1/8		1/8	1		2	74	D5	5	3
2	1	2	2	0.5	3/8	3/8	12/8	1	1	1/8		1/8	1		-1	77	F5	5	4
2	1	5/2	5/2	0.5	1/2	1/2	12/8	1	1	1/8		1/8	1		2	74	D5	5	5
2	1	3	3	0.5	5/8	5/8	12/8	1	1	1/8		1/8	1		-2	70	Bb4	4	6
2	1	7/2	7/2	0.5	3/4	3/4	12/8	1	1	1/8		1/8	1		2	74	D5	5	7
2	1	4	4	0.5	7/8	7/8	12/8	1	1	1/8		1/8	1		-2	70	Bb4	4	8
2	1	9/2	9/2	0.5	1	1	12/8	1	1	1/8		1/8	1		-1	65	F4	4	9
2	1	5	5	0.5	9/8	9/8	12/8	1	1	1/8		1/8	1		-2	70	Bb4	4	10
2	1	11/2	11/2	0.5	5/4	5/4	12/8	1	1	1/8		1/8	1		-1	65	F4	4	11
2	1	6	6	0.5	11/8	11/8	12/8	1	1	1/8		1/8	1		2	62	D4	4	12
3	2	13/2	13/2	0.5	0	0	12/8	1	1	1/8		1/8	1		-1	65	F4	4	14
3	2	7	7	0.5	1/8	1/8	12/8	1	1	1/8		1/8	1		2	62	D4	4	15
3	2	15/2	15/2	0.5	1/4	1/4	12/8	1	1	1/8		1/8	1		-2	58	Bb3	3	16
