mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	4/4	2	1	1/4	1/4	1		0	48	C3	3	1
1	1	0	0	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	0
1	1	1	1	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-3	51	Eb3	3	2
1	1	2	2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	3
1	1	7/2	7/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	4
2	2	4	4	0.5	0	0	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	10
2	2	9/2	9/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	11
2	2	5	5	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	12
2	2	11/2	11/2	0.25	3/8	3/8	4/4	2	1	1/16	1/16	1		1	55	G3	3	13
2	2	23/4	23/4	0.25	7/16	7/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	14
2	2	6	6	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		1	55	G3	3	15
2	2	13/2	13/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		0	48	C3	3	16
2	2	13/2	13/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		0	60	C4	4	5
2	2	27/4	27/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		2	62	D4	4	6
2	2	7	7	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	0	60	C4	4	17
2	2	7	7	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	7
2	2	15/2	15/2	0.25	7/8	7/8	4/4	1	1	1/16	1/16	1		2	62	D4	4	8
2	2	31/4	31/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	9
3	3	8	8	1.0	0	0	4/4	2	1	1/4	1/4	1	-1	0	60	C4	4	32
3	3	8	8	0.5	0	0	4/4	1	1	1/8	1/8	1		-1	65	F4	4	18
3	3	17/2	17/2	0.25	1/8	1/8	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	19
3	3	35/4	35/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	20
3	3	9	9	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	33
3	3	9	9	0.25	1/4	1/4	4/4	1	1	1/16	1/16	1		1	67	G4	4	21
3	3	37/4	37/4	0.25	5/16	5/16	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	22
3	3	19/2	19/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		1	67	G4	4	23
3	3	39/4	39/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	24
3	3	10	10	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60	C4	4	34
3	3	10	10	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	25
3	3	10	10	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	30
3	3	21/2	21/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	35
3	3	21/2	21/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		-1	65	F4	4	26
3	3	43/4	43/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	36
3	3	43/4	43/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	27
3	3	11	11	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	37
3	3	11	11	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		2	62	D4	4	28
3	3	11	11	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	31
3	3	23/2	23/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-4	56	Ab3	3	38
3	3	23/2	23/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	60	C4	4	29
4	4	12	12	1.5	0	0	4/4	2	1	3/8	1/4	3/2		1	55	G3	3	53
4	4	12	12	0.5	0	0	4/4	1	1	1/8	1/8	1		-2	58	Bb3	3	39
4	4	12	12	1.0	0	0	4/4	1	2	1/4	1/4	1		2	74	D5	5	46
4	4	25/2	25/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		2	62	D4	4	40
4	4	13	13	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1	1	1	67	G4	4	41
