mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		-3	63	Eb4	4	6
1	1	0	0	0.16666666666666666	0	0	3/8	1	2	1/24		1/16	2/3		1	67	G4	4	1
1	1	0	0	1.5	0	0	3/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	0
1	1	1/6	1/6	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		2	62	D4	4	7
1	1	1/6	1/6	0.16666666666666666	1/24	1/24	3/8	1	2	1/24		1/16	2/3		-1	65	F4	4	2
1	1	1/3	1/3	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-3	63	Eb4	4	8
1	1	1/3	1/3	0.16666666666666666	1/12	1/12	3/8	1	2	1/24		1/16	2/3		1	67	G4	4	3
1	1	1/2	1/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	65	F4	4	9
1	1	1/2	1/2	0.5	1/8	1/8	3/8	1	2	1/8		1/8	1		-4	68	Ab4	4	4
1	1	1	1	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	62	D4	4	10
1	1	1	1	0.5	1/4	1/4	3/8	1	2	1/8		1/8	1		-1	65	F4	4	5
2	2	3/2	3/2	0.16666666666666666	0	0	3/8	2	1	1/24		1/16	2/3		-3	63	Eb4	4	17
2	2	3/2	3/2	0.16666666666666666	0	0	3/8	1	2	1/24		1/16	2/3		1	67	G4	4	12
2	2	3/2	3/2	1.5	0	0	3/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	11
2	2	5/3	5/3	0.16666666666666666	1/24	1/24	3/8	2	1	1/24		1/16	2/3		2	62	D4	4	18
2	2	5/3	5/3	0.16666666666666666	1/24	1/24	3/8	1	2	1/24		1/16	2/3		-1	65	F4	4	13
2	2	11/6	11/6	0.16666666666666666	1/12	1/12	3/8	2	1	1/24		1/16	2/3		-3	63	Eb4	4	19
2	2	11/6	11/6	0.16666666666666666	1/12	1/12	3/8	1	2	1/24		1/16	2/3		1	67	G4	4	14
2	2	2	2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	65	F4	4	20
2	2	2	2	0.5	1/8	1/8	3/8	1	2	1/8		1/8	1		-4	68	Ab4	4	15
2	2	5/2	5/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	62	D4	4	21
2	2	5/2	5/2	0.5	1/4	1/4	3/8	1	2	1/8		1/8	1		-1	65	F4	4	16
3	3	3	3	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	63	Eb4	4	24
3	3	3	3	0.5	0	0	3/8	1	1	1/8		1/8	1		1	67	G4	4	22
3	3	3	3	0.5	0	0	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	22
3	3	7/2	7/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	60	C4	4	25
3	3	7/2	7/2	1.0	1/8	1/8	3/8	1	1	1/4		1/4	1		3	69	A4	4	23
3	3	7/2	7/2	1.0	1/8	1/8	3/8	1	1	1/4		1/4	1	1	-3	75	Eb5	5	23
3	3	4	4	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-1	65	F4	4	26
4	4	9/2	9/2	1.5	0	0	3/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	34
4	4	9/2	9/2	1.0	0	0	3/8	1	2	1/4		1/4	1		-2	70	Bb4	4	33
4	4	9/2	9/2	0.25	0	0	3/8	1	1	1/16		1/16	1	-1	-3	75	Eb5	5	27
4	4	19/4	19/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	28
4	4	5	5	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	29
4	4	21/4	21/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	30
4	4	11/2	11/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-4	68	Ab4	4	31
4	4	23/4	23/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	32
5	5	6	6	1.5	0	0	3/8	2	2	3/8		1/4	3/2		-4	56	Ab3	3	41
5	5	6	6	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	35
5	5	13/2	13/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	60	C4	4	39
5	5	13/2	13/2	0.5	1/8	1/8	3/8	1	2	1/8		1/8	1		-3	63	Eb4	4	37
5	5	13/2	13/2	1.0	1/8	1/8	3/8	1	1	1/4		1/4	1		0	72	C5	5	36
5	5	7	7	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	62	D4	4	40
5	5	7	7	0.5	1/4	1/4	3/8	1	2	1/8		1/8	1		-1	65	F4	4	38
6	6	15/2	15/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	49
6	6	15/2	15/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	63	Eb4	4	49
6	6	15/2	15/2	0.5	0	0	3/8	1	2	1/8		1/8	1		1	67	G4	4	48
6	6	15/2	15/2	0.25	0	0	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	42
6	6	31/4	31/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	43
6	6	8	8	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	53	F3	3	50
6	6	8	8	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		2	74	D5	5	44
6	6	33/4	33/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-1	77	F5	5	45
6	6	17/2	17/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	51
6	6	17/2	17/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	46
6	6	35/4	35/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	47
7	7	9	9	1.0	0	0	3/8	2	1	1/4		1/4	1		2	50	D3	3	55
7	7	9	9	0.5	0	0	3/8	1	1	1/8		1/8	1		1	67	G4	4	52
7	7	9	9	0.5	0	0	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	52
7	7	19/2	19/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-1	65	F4	4	53
7	7	19/2	19/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-4	68	Ab4	4	53
7	7	10	10	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	56
7	7	10	10	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-3	63	Eb4	4	54
7	7	10	10	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	54
8	8	21/2	21/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	59
8	8	21/2	21/2	0.5	0	0	3/8	1	1	1/8		1/8	1		-3	63	Eb4	4	57
8	8	21/2	21/2	0.5	0	0	3/8	1	1	1/8		1/8	1		1	67	G4	4	57
8	8	11	11	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-2	58	Bb3	3	60
8	8	11	11	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		2	62	D4	4	58
8	8	11	11	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-1	65	F4	4	58
8	8	45/4	45/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	61
