mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	0	3/4	2	2	1/4		1/4	1		1	55	G3	3	14
1	1	0	1.0	0	0	3/4	1	1	1/4		1/4	1		0	60	C4	4	0
1	1	0	1.0	0	0	3/4	1	1	1/4		1/4	1		-3	63	Eb4	4	0
1	1	0	1.0	0	0	3/4	1	1	1/4		1/4	1		1	67	G4	4	0
1	1	1/4	0.25	1/16	1/16	3/4	2	1	1/16		1/16	1		0	36	C2	2	3
1	1	1/2	0.25	1/8	1/8	3/4	2	1	1/16		1/16	1		-3	39	Eb2	2	4
1	1	3/4	0.25	3/16	3/16	3/4	2	1	1/16		1/16	1		1	43	G2	2	5
1	1	1	0.25	1/4	1/4	3/4	2	1	1/16		1/16	1		0	48	C3	3	6
1	1	1	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		0	60	C4	4	1
1	1	1	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-3	63	Eb4	4	1
1	1	1	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	67	G4	4	1
1	1	5/4	0.25	5/16	5/16	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	7
1	1	3/2	0.25	3/8	3/8	3/4	2	1	1/16		1/16	1		1	55	G3	3	8
1	1	7/4	0.25	7/16	7/16	3/4	2	1	1/16		1/16	1		5	59	B3	3	9
1	1	2	0.25	1/2	1/2	3/4	2	1	1/16		1/16	1		0	60	C4	4	10
1	1	9/4	0.25	9/16	9/16	3/4	2	1	1/16		1/16	1		1	55	G3	3	11
1	1	5/2	0.25	5/8	5/8	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	12
1	1	5/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	2
1	1	11/4	0.25	11/16	11/16	3/4	2	1	1/16		1/16	1		0	48	C3	3	13
2	2	3	0.0	0	0	3/4	1	1	0	appoggiatura	1/8	1		2	74	D5	5	15
2	2	3	0.75	0	0	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	16
2	2	3	0.75	0	0	3/4	1	1	3/16		1/8	3/2		-1	65	F4	4	16
2	2	3	0.75	0	0	3/4	1	1	3/16		1/8	3/2		0	72	C5	5	16
2	2	13/4	0.25	1/16	1/16	3/4	2	1	1/16		1/16	1		2	38	D2	2	20
2	2	7/2	0.25	1/8	1/8	3/4	2	1	1/16		1/16	1		-1	41	F2	2	21
2	2	15/4	0.25	3/16	3/16	3/4	2	1	1/16		1/16	1		-4	44	Ab2	2	22
2	2	15/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	17
2	2	4	0.25	1/4	1/4	3/4	2	1	1/16		1/16	1		2	50	D3	3	23
2	2	4	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	D4	4	18
2	2	4	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	65	F4	4	18
2	2	4	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		5	71	B4	4	18
2	2	17/4	0.25	5/16	5/16	3/4	2	1	1/16		1/16	1		-1	53	F3	3	24
2	2	9/2	0.25	3/8	3/8	3/4	2	1	1/16		1/16	1		-4	56	Ab3	3	25
2	2	19/4	0.25	7/16	7/16	3/4	2	1	1/16		1/16	1		5	59	B3	3	26
2	2	5	0.25	1/2	1/2	3/4	2	1	1/16		1/16	1		2	62	D4	4	27
2	2	21/4	0.25	9/16	9/16	3/4	2	1	1/16		1/16	1		5	59	B3	3	28
2	2	11/2	0.25	5/8	5/8	3/4	2	1	1/16		1/16	1		-1	53	F3	3	29
2	2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	19
2	2	23/4	0.25	11/16	11/16	3/4	2	1	1/16		1/16	1		2	50	D3	3	30
3	3	6	0.0	0	0	3/4	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	31
3	3	6	0.75	0	0	3/4	1	1	3/16		1/8	3/2		-3	63	Eb4	4	32
3	3	6	0.75	0	0	3/4	1	1	3/16		1/8	3/2		1	67	G4	4	32
3	3	6	0.75	0	0	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	32
3	3	25/4	0.25	1/16	1/16	3/4	2	1	1/16		1/16	1		-3	39	Eb2	2	36
3	3	13/2	0.25	1/8	1/8	3/4	2	1	1/16		1/16	1		1	43	G2	2	37
3	3	27/4	0.25	3/16	3/16	3/4	2	1	1/16		1/16	1		0	48	C3	3	38
3	3	27/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72	C5	5	33
3	3	7	0.25	1/4	1/4	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	39
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	63	Eb4	4	34
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	G4	4	34
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	C5	5	34
3	3	29/4	0.25	5/16	5/16	3/4	2	1	1/16		1/16	1		1	55	G3	3	40
3	3	15/2	0.25	3/8	3/8	3/4	2	1	1/16		1/16	1		0	60	C4	4	41
3	3	31/4	0.25	7/16	7/16	3/4	2	1	1/16		1/16	1		1	55	G3	3	42
3	3	8	0.25	1/2	1/2	3/4	2	1	1/16		1/16	1		-1	53	F3	3	43
3	3	33/4	0.25	9/16	9/16	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	44
3	3	17/2	0.25	5/8	5/8	3/4	2	1	1/16		1/16	1		2	50	D3	3	45
3	3	17/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	35
3	3	35/4	0.25	11/16	11/16	3/4	2	1	1/16		1/16	1		0	48	C3	3	46
4	4	9	0.5	0	0	3/4	1	1	1/8		1/8	1		-1	65	F4	4	47
4	4	9	0.5	0	0	3/4	1	1	1/8		1/8	1		-4	68	Ab4	4	47
4	4	9	0.5	0	0	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	47
4	4	37/4	0.25	1/16	1/16	3/4	2	1	1/16		1/16	1		-1	41	F2	2	57
4	4	19/2	0.25	1/8	1/8	3/4	2	1	1/16		1/16	1		-4	44	Ab2	2	58
4	4	19/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1	1	2	74	D5	5	48
