mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5	0	0	4/4	2	1	1/8		1/8	1		4	52	E3	3	8
1	1	1/4	1/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	0
1	1	1/2	1/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		5	47	B2	2	9
1	1	3/4	3/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	1
1	1	1	1	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		8	44	G#2	2	10
1	1	5/4	5/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		8	56	G#3	3	2
1	1	3/2	3/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		5	47	B2	2	11
1	1	7/4	7/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	3
1	1	2	2	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	E3	3	12
1	1	9/4	9/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	4
1	1	5/2	5/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		5	47	B2	2	13
1	1	11/4	11/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	5
1	1	3	3	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	14
1	1	13/4	13/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	6
1	1	7/2	7/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	15
1	1	15/4	15/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	7
2	2	4	4	0.5	0	0	4/4	2	1	1/8		1/8	1		8	56	G#3	3	24
2	2	17/4	17/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	16
2	2	9/2	9/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	25
2	2	19/4	19/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	17
2	2	5	5	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	26
2	2	21/4	21/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	18
2	2	11/2	11/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	27
2	2	23/4	23/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	19
2	2	6	6	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	A3	3	28
2	2	25/4	25/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	20
2	2	13/2	13/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	29
2	2	27/4	27/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	21
2	2	7	7	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		9	51	D#3	3	30
2	2	29/4	29/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		9	63	D#4	4	22
2	2	15/2	15/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		5	47	B2	2	31
2	2	31/4	31/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	23
3	3	8	8	0.5	0	0	4/4	2	1	1/8		1/8	1		4	52	E3	3	40
3	3	33/4	33/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	32
3	3	17/2	17/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		5	47	B2	2	41
3	3	35/4	35/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	33
3	3	9	9	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		8	44	G#2	2	42
