mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	2	1	1/8		1/8	1		1	55		3
1	1	0	0	2/4	1	1	1/4		1/4	1		5	71		0
1	1	1/8	1/8	2/4	2	1	1/8		1/8	1		2	62		4
1	1	1/4	1/4	2/4	2	1	1/8		1/8	1		6	54		5
1	1	1/4	1/4	2/4	1	1	3/16		1/8	3/2		3	69		1
1	1	3/8	3/8	2/4	2	1	1/8		1/8	1		2	62		6
1	1	7/16	7/16	2/4	1	1	1/16		1/16	1		5	71		2
2	2	0	0	2/4	1	1	0	appoggiatura	1/8	1		2	74		7
2	2	0	0	2/4	2	1	1/8		1/8	1		4	52		10
2	2	0	0	2/4	1	1	3/8		1/4	3/2		0	72		8
2	2	1/8	1/8	2/4	2	1	1/8		1/8	1		1	55		11
2	2	1/4	1/4	2/4	2	1	1/8		1/8	1		0	60		12
2	2	3/8	3/8	2/4	2	1	1/8		1/8	1		2	50		13
2	2	3/8	3/8	2/4	1	1	1/8		1/8	1		5	71		9
3	3	0	0	2/4	2	1	1/8		1/8	1		0	48		18
3	3	0	0	2/4	1	1	3/16		1/8	3/2		4	76		14
3	3	1/8	1/8	2/4	2	1	1/8		1/8	1		1	55		19
3	3	3/16	3/16	2/4	1	1	1/16		1/16	1		6	78		15
3	3	1/4	1/4	2/4	2	1	1/8		1/8	1		5	47		20
3	3	1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	79		16
3	3	3/8	3/8	2/4	2	1	1/8		1/8	1		1	55		21
3	3	7/16	7/16	2/4	1	1	1/16		1/16	1		5	83		17
4	4	0	0	2/4	1	1	0	appoggiatura	1/8	1		2	74		22
4	4	0	0	2/4	2	1	1/8		1/8	1		3	45		25
4	4	0	0	2/4	1	1	1/4		1/4	1		0	72		23
4	4	1/8	1/8	2/4	2	1	1/8		1/8	1		6	54		26
4	4	1/4	1/4	2/4	2	1	1/8		1/8	1		1	55		27
4	4	1/4	1/4	2/4	1	1	1/8		1/8	1		5	71		24
4	4	3/8	3/8	2/4	2	1	1/8		1/8	1		1	43		28
5	5	0	0	2/4	1	1	0	appoggiatura	1/8	1		9	75		29
5	5	0	0	2/4	1	1	1/4		1/4	1		4	76		30
5	5	1/8	1/8	2/4	2	1	1/8		1/8	1		0	48		33
5	5	1/4	1/4	2/4	2	1	1/8		1/8	1		4	52		34
5	5	1/4	1/4	2/4	1	1	3/16		1/8	3/2		4	64		31
5	5	3/8	3/8	2/4	2	1	1/8		1/8	1		3	57		35
5	5	7/16	7/16	2/4	1	1	1/16		1/16	1		3	69		32
6	6	0	0	2/4	1	1	1/4		1/4	1		1	67		36
6	6	1/8	1/8	2/4	2	1	1/8		1/8	1		2	50		39
6	6	1/4	1/4	2/4	2	1	1/8		1/8	1		3	57		40
6	6	1/4	1/4	2/4	1	1	1/8		1/8	1		6	66		37
6	6	3/8	3/8	2/4	2	1	1/8		1/8	1		4	52		41
6	6	3/8	3/8	2/4	2	2	1/8		1/8	1		1	55		42
6	6	3/8	3/8	2/4	1	1	1/8		1/8	1		4	64		38
7	7	0	0	2/4	2	1	1/8		1/8	1		6	54		49
7	7	0	0	2/4	2	2	1/4		1/4	1		3	57		53
7	7	0	0	2/4	1	1	1/16		1/16	1		2	62		43
7	7	1/16	1/16	2/4	1	1	1/16		1/16	1		2	74		44
7	7	1/8	1/8	2/4	2	1	1/8		1/8	1		2	50		50
7	7	1/8	1/8	2/4	1	2	1/4		1/4	1		3	69		47
7	7	1/8	1/8	2/4	1	1	1/4		1/4	1		0	72		45
7	7	1/4	1/4	2/4	2	1	1/8		1/8	1		6	54		51
7	7	3/8	3/8	2/4	2	1	1/8		1/8	1		1	55		52
7	7	3/8	3/8	2/4	1	2	1/8		1/8	1		1	67		48
7	7	3/8	3/8	2/4	1	1	1/8		1/8	1		5	71		46
8	8	0	0	2/4	1	1	0	appoggiatura	1/8	1		5	71		54
8	8	0	0	2/4	2	1	1/4		1/4	1		2	50		61
8	8	0	0	2/4	1	2	1/4		1/4	1		6	66		60
8	8	0	0	2/4	1	1	1/4		1/4	1		3	69		55
8	8	1/4	1/4	2/4	1	1	1/16		1/16	1		1	67		56
8	8	5/16	5/16	2/4	1	1	1/16		1/16	1		6	66		57
8	8	3/8	3/8	2/4	1	1	1/16		1/16	1		4	64		58
8	8	7/16	7/16	2/4	1	1	1/16		1/16	1		2	62		59
9	9	0	0	2/4	1	1	1/16		1/16	1		3	69		62
9	9	1/16	1/16	2/4	1	1	3/16		1/8	3/2		3	81		63
9	9	1/8	1/8	2/4	2	1	1/8		1/8	1		2	50		68
9	9	1/4	1/4	2/4	2	1	1/8		1/8	1		6	54		69
9	9	1/4	1/4	2/4	1	1	1/16		1/16	1		1	79		64
9	9	5/16	5/16	2/4	1	1	1/16		1/16	1		6	78		65
9	9	3/8	3/8	2/4	2	1	1/8		1/8	1		3	57		70
9	9	3/8	3/8	2/4	1	1	1/16		1/16	1		4	76		66
9	9	7/16	7/16	2/4	1	1	1/16		1/16	1		2	74		67
10	10	0	0	2/4	1	1	1/4		1/4	1		2	74		71
10	10	1/8	1/8	2/4	2	1	1/8		1/8	1		4	52		73
10	10	1/4	1/4	2/4	2	1	1/8		1/8	1		1	55		74
10	10	1/4	1/4	2/4	1	1	1/8		1/8	1		7	73		72
10	10	3/8	3/8	2/4	2	1	1/8		1/8	1		7	61		75
11	11	0	0	2/4	1	1	1/16		1/16	1		0	72		76
11	11	1/16	1/16	2/4	1	1	3/16		1/8	3/2		3	81		77
11	11	1/8	1/8	2/4	2	1	1/8		1/8	1		6	54		82
11	11	1/4	1/4	2/4	2	1	1/8		1/8	1		3	57		83
11	11	1/4	1/4	2/4	1	1	1/16		1/16	1		1	79		78
11	11	5/16	5/16	2/4	1	1	1/16		1/16	1		6	78		79
11	11	3/8	3/8	2/4	2	1	1/8		1/8	1		2	62		84
11	11	3/8	3/8	2/4	1	1	1/16		1/16	1		4	76		80
11	11	7/16	7/16	2/4	1	1	1/16		1/16	1		2	74		81
12	12	0	0	2/4	1	1	1/4		1/4	1		0	72		85
12	12	1/8	1/8	2/4	2	1	1/8		1/8	1		1	55		87
12	12	1/4	1/4	2/4	2	1	1/8		1/8	1		5	59		88
12	12	1/4	1/4	2/4	1	1	1/8		1/8	1		5	71		86
12	12	3/8	3/8	2/4	2	1	1/8		1/8	1		2	62		89
13	13	0	0	2/4	1	1	1/16		1/16	1		2	62		90
13	13	1/16	1/16	2/4	1	1	3/16		1/8	3/2		2	74		91
13	13	1/8	1/8	2/4	2	1	1/8		1/8	1		5	47		96
13	13	1/4	1/4	2/4	2	1	1/8		1/8	1		2	50		97
13	13	1/4	1/4	2/4	1	1	1/16		1/16	1		0	72		92
13	13	5/16	5/16	2/4	1	1	1/16		1/16	1		5	71		93
13	13	3/8	3/8	2/4	2	1	1/8		1/8	1		1	55		98
13	13	3/8	3/8	2/4	1	1	1/16		1/16	1		3	69		94
13	13	7/16	7/16	2/4	1	1	1/16		1/16	1		1	67		95
14	14	0	0	2/4	1	1	1/4		1/4	1		6	66		99
14	14	1/8	1/8	2/4	2	1	1/8		1/8	1		0	48		102
14	14	1/4	1/4	2/4	2	1	1/8		1/8	1		4	52		103
14	14	1/4	1/4	2/4	1	1	1/8		1/8	1		4	64		100
14	14	3/8	3/8	2/4	2	1	1/8		1/8	1		3	57		104
14	14	7/16	7/16	2/4	1	1	1/16		1/16	1		0	72		101
15	15	0	0	2/4	1	1	0	grace16	1/16	1		5	71		105
15	15	0	0	2/4	2	2	1/4		1/4	1		2	50		117
15	15	0	0	2/4	2	1	1/8		1/8	1		1	55		113
15	15	0	0	2/4	1	1	1/8		1/8	1		5	71		106
15	15	1/8	1/8	2/4	2	1	1/8		1/8	1		5	59		114
15	15	1/8	1/8	2/4	1	1	1/16		1/16	1		2	74		107
15	15	3/16	3/16	2/4	1	1	1/16		1/16	1		1	67		108
15	15	1/4	1/4	2/4	1	1	0	grace16	1/16	1		5	71		109
15	15	1/4	1/4	2/4	2	2	1/4		1/4	1		2	50		118
15	15	1/4	1/4	2/4	2	1	1/8		1/8	1		3	57		115
15	15	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69		110
15	15	3/8	3/8	2/4	2	1	1/8		1/8	1		0	60		116
15	15	3/8	3/8	2/4	1	1	1/16		1/16	1		1	67		111
15	15	7/16	7/16	2/4	1	1	1/16		1/16	1		6	66		112
16	16	0	0	2/4	2	2	3/8		1/4	3/2		1	55		123
16	16	0	0	2/4	2	1	1/4		1/4	1		0	60		121
16	16	0	0	2/4	1	1	1/4		1/4	1		6	66		119
16	16	1/4	1/4	2/4	2	1	1/8		1/8	1		5	59		122
16	16	1/4	1/4	2/4	1	1	1/8		1/8	1		1	67		120
17	1	0	0	2/4	2	2	1/4		1/4	1		1	43		134
17	1	0	0	2/4	2	1	1/4		1/4	1		1	55		132
17	1	0	0	2/4	1	1	1/16		1/16	1		5	71		124
17	1	1/16	1/16	2/4	1	1	1/16		1/16	1		2	62		125
17	1	1/8	1/8	2/4	1	1	1/16		1/16	1		1	67		126
17	1	3/16	3/16	2/4	1	1	1/16		1/16	1		5	71		127
17	1	1/4	1/4	2/4	2	2	1/4		1/4	1		6	42		135
17	1	1/4	1/4	2/4	2	1	1/4		1/4	1		6	54		133
17	1	1/4	1/4	2/4	1	1	1/16		1/16	1		3	69		128
17	1	5/16	5/16	2/4	1	1	1/16		1/16	1		2	62		129
17	1	3/8	3/8	2/4	1	1	1/16		1/16	1		3	69		130
17	1	7/16	7/16	2/4	1	1	1/16		1/16	1		5	71		131
18	2	0	0	2/4	2	2	3/8		1/4	3/2		4	40		146
18	2	0	0	2/4	2	1	3/8		1/4	3/2		4	52		144
18	2	0	0	2/4	1	1	1/16		1/16	1		0	72		136
18	2	1/16	1/16	2/4	1	1	1/16		1/16	1		1	67		137
18	2	1/8	1/8	2/4	1	1	1/16		1/16	1		4	76		138
18	2	3/16	3/16	2/4	1	1	1/16		1/16	1		2	74		139
18	2	1/4	1/4	2/4	1	1	1/16		1/16	1		0	72		140
18	2	5/16	5/16	2/4	1	1	1/16		1/16	1		1	67		141
18	2	3/8	3/8	2/4	2	2	1/8		1/8	1		2	38		147
18	2	3/8	3/8	2/4	2	1	1/8		1/8	1		2	50		145
18	2	3/8	3/8	2/4	1	1	1/16		1/16	1		6	66		142
18	2	7/16	7/16	2/4	1	1	1/16		1/16	1		5	71		143
