mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	c.i{				c	i		i		i						{	m	1	1	0, -3, 1		0	0	1	18	0.05263157894736842	0.0625	2.875	0.02127659574468085
2	2	0	0	3/4	2	1	#viio65(2)				c	i		#viio65(2)		#vii	o	65	2				o7	1	1	2, -1, -4, 0		5	2	1	7	0.125	0.0625	0.75	0.07692307692307693
2	2	1/4	1/4	3/4	2	1	#viio65				c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2	0	12	0.0	0.0	1.375	0.0
3	3	0	0	3/4	2	1	i6(9)				c	i		i6(9)		i		6	9				m	1	1	-3, 1, 0	2	0	-3	0	8	0.0	0.0	0.8125	0.0
3	3	1/4	1/4	3/4	2	1	i6				c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	2	10	0.16666666666666666	0.125	1.25	0.09090909090909091
4	4	0	0	3/4	2	1	iio6(2)	0	-8	/	c	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1	0	4	0.0	0.0	0.4375	0.0
4	4	1/8	1/8	3/4	2	1	iio6	0	-8	/	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	3	10	0.23076923076923078	0.1875	1.3125	0.125
5	5	0	0	3/4	2	1	V(11)				c	i		V(11)		V			11				M	1	1	1, 5, 2	0	1	1	0	6	0.0	0.0	0.75	0.0
5	5	1/4	1/4	3/4	2	1	V7				c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
5	5	1/2	1/2	3/4	2	1	VI|DC				c	i		VI		VI					DC		M	1	1	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.375	0.0
5	5	5/8	5/8	3/4	2	1	i6				c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.375	0.0
6	6	0	0	3/4	2	1	iv				c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.0	0.5	0.0
6	6	1/8	1/8	3/4	2	1	iio6				c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	1/4	1/4	3/4	2	1	V(64)				c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	1	4	0.2	0.0625	0.625	0.09090909090909091
6	6	1/2	1/2	3/4	2	1	V7				c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.6875	0.0
7	7	0	0	3/4	2	1	i|PAC}{				c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0	1	18	0.05263157894736842	0.0625	1.875	0.03225806451612903
8	8	0	0	3/4	2	1	III.V6(9)				c	III		V6(9)		V		6	9				M	1	0	2, -1, -2	0	-2	2	0	7	0.0	0.0	0.8125	0.0
8	8	1/4	1/4	3/4	2	1	V6				c	III		V6		V		6					M	1	0	2, -1, -2		-2	2	0	7	0.0	0.0	1.125	0.0
