mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	A.I{	A	I		I	I						{	M	0	0	3, 7, 4		3	3	4	15	0.21052631578947367	0.3333333333333333	1.9166666666666667	0.14814814814814814
2	2	0	0	3/4	2	1	V43	A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	2	5	0.2857142857142857	0.16666666666666666	1.0833333333333333	0.13333333333333333
2	2	1/4	1/4	3/4	2	1	V65	A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	2	10	0.16666666666666666	0.16666666666666666	0.8333333333333334	0.16666666666666666
3	3	0	0	3/4	2	1	I	A	I		I	I							M	0	0	3, 7, 4		3	3	2	10	0.16666666666666666	0.0	1.125	0.0
3	3	1/2	1/2	3/4	2	1	IV64	A	I		IV64	IV		64					M	0	0	3, 2, 6		2	3	1	4	0.2	0.0625	0.3125	0.16666666666666666
4	4	0	0	3/4	2	1	V65	A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	5	0.0	0.0	0.5	0.0
4	4	1/4	1/4	3/4	2	1	I	A	I		I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
4	4	1/2	1/2	3/4	2	1	I6	A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.375	0.0
5	5	0	0	3/4	2	1	ii6(9)	A	I		ii6(9)	ii		6	9				m	0	0	2, 6, 5	7	5	2	0	5	0.0	0.0	0.5	0.0
5	5	1/4	1/4	3/4	2	1	ii6	A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	4	0.0	0.0	0.5	0.0
5	5	1/2	1/2	3/4	2	1	V7	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	0.5	0.0
6	6	0	0	3/4	2	1	vi(^9)	A	I		vi(^9)	vi			^9				m	0	0	6, 3, 7	8	6	6	0	5	0.0	0.0	0.5	0.0
6	6	1/4	1/4	3/4	2	1	vi	A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	8	0.0	0.0	0.875	0.0
7	7	0	0	3/4	2	1	ii6	A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	4	0.2	0.0	0.5	0.0
7	7	1/4	1/4	3/4	2	1	V(64)	A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	4	0.0	0.0	0.5	0.0
7	7	1/2	1/2	3/4	2	1	V7	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
