mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	Eb.I{		Eb	I		I		I						{	M	0	0	-3, 1, -2		-3	-3	2	7	0.2222222222222222	0.375	1.125	0.25
2	2	0	0	3/4	2	1	IV		Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	2	7	0.2222222222222222	0.1875	1.3125	0.125
3	3	0	0	3/4	2	1	ii		Eb	I		ii		ii							m	0	0	-1, -4, 0		-1	-1	4	8	0.3333333333333333	0.375	1.125	0.25
4	4	0	0	3/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	2	10	0.16666666666666666	0.1875	1.3125	0.125
5	5	0	0	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	3	8	0.2727272727272727	0.25	1.25	0.16666666666666666
6	6	0	0	3/4	2	1	IV6		Eb	I		IV6		IV		6					M	0	0	0, -3, -4		-4	0	3	8	0.2727272727272727	0.40625	1.09375	0.2708333333333333
7	7	0	0	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	2	1	V43		Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	4	0.0	0.0	0.5	0.0
7	7	1/2	1/2	3/4	2	1	I		Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.375	0.25
8	8	0	0	3/4	2	1	V(64)}		Eb	I		V(64)		V			64			}	M	0	0	-2, -3, 1		-2	-2	1	3	0.25	0.0	0.5	0.0
8	8	1/4	1/4	3/4	2	1	V|HC		Eb	I		V		V					HC		M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.25	0.5	0.3333333333333333
9	9	0	0	3/4	2	1	I{		Eb	I		I		I						{	M	0	0	-3, 1, -2		-3	-3	3	8	0.2727272727272727	0.40625	1.09375	0.2708333333333333
10	10	0	0	3/4	2	1	IV		Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	2	7	0.2222222222222222	0.1875	1.3125	0.125
11	11	0	0	3/4	2	1	ii		Eb	I		ii		ii							m	0	0	-1, -4, 0		-1	-1	4	8	0.3333333333333333	0.375	1.125	0.25
12	12	0	0	3/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	2	10	0.16666666666666666	0.1875	1.3125	0.125
13	13	0	0	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	3	8	0.2727272727272727	0.25	1.25	0.16666666666666666
14	14	0	0	3/4	2	1	vi		Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	2	9	0.18181818181818182	0.125	1.125	0.1
14	14	5/8	5/8	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.1875	0.0
15	15	0	0	3/4	2	1	ii6		Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	2	4	0.3333333333333333	0.0625	0.4375	0.125
15	15	1/4	1/4	3/4	2	1	V(64)		Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	1	2	0.3333333333333333	0.125	0.375	0.25
15	15	1/2	1/2	3/4	2	1	V		Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.5	0.0
16	16	0	0	3/4	2	1	I|PAC}		Eb	I		I		I					PAC	}	M	0	0	-3, 1, -2		-3	-3	2	5	0.2857142857142857	0.25	0.75	0.25
17	17	0	0	3/4	2	1	V6{		Eb	I		V6		V		6				{	M	0	0	2, -1, -2		-2	2	4	6	0.4	0.25	0.75	0.25
17	17	1/2	1/2	3/4	2	1	V2		Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.4375	0.0
18	18	0	0	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	2	3	0.4	0.125	0.375	0.25
18	18	1/4	1/4	3/4	2	1	I		Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
19	19	0	0	3/4	2	1	V6		Eb	I		V6		V		6					M	0	0	2, -1, -2		-2	2	4	6	0.4	0.25	0.75	0.25
19	19	1/2	1/2	3/4	2	1	V2		Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.4375	0.0
20	20	0	0	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	2	3	0.4	0.125	0.375	0.25
20	20	1/4	1/4	3/4	2	1	I		Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
21	21	0	0	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	3	8	0.2727272727272727	0.25	1.25	0.16666666666666666
22	22	0	0	3/4	2	1	vi	IV6	Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
22	22	1/2	1/2	3/4	2	1	I6		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	1	2	0.3333333333333333	0.0625	0.375	0.14285714285714285
