mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
2	1	0	0	2/4	2	1	c.i{					c	i		i	i						{	m	1	1	0, -3, 1		0	0	5.0	18.0	0.21739130434782608	0.3125	2.1875	0.125
4	3	0	0	2/4	2	1	ii%2					c	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0	1.0	16.0	0.058823529411764705	0.0625	1.9375	0.03125
5	4	0	0	2/4	2	1	#viio7					c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5	3.0	8.0	0.2727272727272727	0.1875	1.0625	0.15
6	5	0	0	2/4	2	1	i					c	i		i	i							m	1	1	0, -3, 1		0	0	0.0	3.0	0.0	0.0	0.25	0.0
6	5	1/8	1/8	2/4	2	1	VI					c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/4	1/4	2/4	2	1	III6					c	i		III6	III		6					M	1	1	1, -2, -3		-3	1	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
6	5	3/8	3/8	2/4	2	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
7	6	0	0	2/4	2	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
7	6	1/8	1/8	2/4	2	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
7	6	1/4	1/4	2/4	2	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
7	6	3/8	3/8	2/4	2	1	viio6				iio	c	i		viio6	vii	o	6					o	1	1	-5, -8, -2		-2	-5	3.0	0.0	1.0	0.25	0.0	1.0
8	7	0	0	2/4	2	1	i					c	i		i	i							m	1	1	0, -3, 1		0	0	1.0	2.0	0.3333333333333333	0.0	0.25	0.0
8	7	1/8	1/8	2/4	2	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
8	7	1/4	1/4	2/4	2	1	iio6					c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	1.0	2.0	0.3333333333333333	0.0	0.25	0.0
8	7	3/8	3/8	2/4	2	1	V					c	i		V	V							M	1	1	1, 5, 2		1	1	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
9	8	0	0	2/4	2	1	VI|DC					c	i		VI	VI					DC		M	1	1	-4, 0, -3		-4	-4	1.0	5.0	0.16666666666666666	0.0625	0.4375	0.125
9	8	1/4	1/4	2/4	2	1	III6					c	i		III6	III		6					M	1	1	1, -2, -3		-3	1	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
9	8	3/8	3/8	2/4	2	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	1.0	2.0	0.3333333333333333	0.0625	0.1875	0.25
