mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
52	50	9/8	9/8	12/8	2	1	V7	c	III		V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.625	0.0
53	51	0	0	12/8	2	1	I[I|PAC}	c	III	I	I		I					PAC	}	M	1	0	-3, 1, -2		-3	-3	2	15	0.11764705882352941	0.125	2.125	0.05555555555555555
54	52	0	0	12/8	2	1	IV	c	III	I	IV		IV							M	1	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	1.25	0.0
54	52	3/4	3/4	12/8	2	1	V7	c	III	I	V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	3	7	0.3	0.375	0.75	0.3333333333333333
55	53	0	0	12/8	2	1	I	c	III	I	I		I							M	1	0	-3, 1, -2		-3	-3	1	16	0.058823529411764705	0.125	2.25	0.05263157894736842
56	54	0	0	12/8	2	1	IV	c	III	I	IV		IV							M	1	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	1.25	0.0
56	54	3/4	3/4	12/8	2	1	V7	c	III	I	V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	3	7	0.3	0.375	0.75	0.3333333333333333
57	55	0	0	12/8	2	1	I]}	c	III	I	I		I						}	M	1	0	-3, 1, -2		-3	-3	0	13	0.0	0.0	2.25	0.0
58	56	0	0	12/8	2	1	V6	c	III		V6		V		6					M	1	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.75	0.0
58	56	3/8	3/8	12/8	2	1	v6	c	III		v6		v		6					m	1	0	-5, -1, -2		-2	-5	0	4	0.0	0.0	0.75	0.0
58	56	3/4	3/4	12/8	2	1	V7/ii	c	III		V7/ii		V		7		ii			Mm7	1	0	0, 4, 1, -2		0	0	2	6	0.25	0.25	1.25	0.16666666666666666
59	57	0	0	12/8	2	1	i/ii}	c	III		i/ii		i				ii		}	m	1	0	-1, -4, 0		-1	-1	2	11	0.15384615384615385	0.25	2.25	0.1
60	58	0	0	12/8	2	1	V6/ii	c	III		V6/ii		V		6		ii			M	1	0	4, 1, 0		0	4	0	4	0.0	0.0	0.75	0.0
60	58	3/8	3/8	12/8	2	1	v/ii	c	III		v/ii		v				ii			m	1	0	0, -3, 1		0	0	0	4	0.0	0.0	0.75	0.0
60	58	3/4	3/4	12/8	2	1	V7/iii	c	III		V7/iii		V		7		iii			Mm7	1	0	2, 6, 3, 0		2	2	1	7	0.125	0.125	1.375	0.08333333333333333
61	59	0	0	12/8	2	1	i/iii	c	III		i/iii		i				iii			m	1	0	1, -2, 2		1	1	2	7	0.2222222222222222	0.25	1.625	0.13333333333333333
61	59	9/8	9/8	12/8	2	1	v.i{	c	v		i		i						{	m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	1.125	0.0
62	60	0	0	12/8	2	1	V6	c	v		V6		V		6					M	1	1	6, 3, 2		2	6	1	4	0.2	0.125	1.0	0.1111111111111111
62	60	3/8	3/8	12/8	2	1	v6	c	v		v6		v		6					m	1	1	-1, 3, 2		2	-1	1	4	0.2	0.125	1.0	0.1111111111111111
62	60	3/4	3/4	12/8	2	1	IV6	c	v		IV6		IV		6					M	1	1	4, 1, 0		0	4	0	5	0.0	0.0	1.125	0.0
62	60	9/8	9/8	12/8	2	1	It6	c	v		It6	It	vii	o	6	b3	V			It	1	1	-3, 1, 7		7	-3	0	5	0.0	0.0	1.125	0.0
63	61	0	0	12/8	2	1	V7	c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	8	0.0	0.0	1.5	0.0
63	61	3/4	3/4	12/8	2	1	i	c	v		i		i							m	1	1	1, -2, 2		1	1	10	6	0.625	1.5	0.75	0.6666666666666666
64	62	3/4	3/4	12/8	2	1	i6	c	v		i6		i		6					m	1	1	-2, 2, 1		1	-2	2	5	0.2857142857142857	0.25	0.75	0.25
65	63	0	0	12/8	2	1	V65	c	v		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	9	0.1	0.125	1.375	0.08333333333333333
65	63	3/4	3/4	12/8	2	1	i	c	v		i		i							m	1	1	1, -2, 2		1	1	2	6	0.25	0.25	1.0	0.2
66	64	0	0	12/8	2	1	V|HC}	c	v		V		V					HC	}	M	1	1	2, 6, 3		2	2	2	13	0.13333333333333333	0.25	1.875	0.11764705882352941
67	65	0	0	12/8	2	1	i{	c	v		i		i						{	m	1	1	1, -2, 2		1	1	5	38	0.11627906976744186	0.625	6.5	0.08771929824561403
69	67	0	0	12/8	2	1	V7	c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	5	37	0.11904761904761904	0.625	6.375	0.08928571428571429
71	69	0	0	12/8	2	1	i	c	v		i		i							m	1	1	1, -2, 2		1	1	0	9	0.0	0.0	1.875	0.0
71	69	3/4	3/4	12/8	2	1	V2/iv	c	v		V2/iv		V		2		iv			Mm7	1	1	-1, 1, 5, 2		1	-1	0	7	0.0	0.0	1.125	0.0
72	70	0	0	12/8	2	1	i6/iv	c	v		i6/iv		i		6		iv			m	1	1	-3, 1, 0		0	-3	1	13	0.07142857142857142	0.25	2.0	0.1111111111111111
72	70	9/8	9/8	12/8	2	1	V7/iv	c	v		V7/iv		V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.75	0.0
73	71	0	0	12/8	2	1	i.i	c	i		i		i							m	1	1	0, -3, 1		0	0	0	9	0.0	0.0	1.875	0.0
73	71	3/4	3/4	12/8	2	1	V2/iv	c	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2	0	7	0.0	0.0	1.125	0.0
74	72	0	0	12/8	2	1	i6/iv	c	i		i6/iv		i		6		iv			m	1	1	-4, 0, -1		-1	-4	1	13	0.07142857142857142	0.25	2.0	0.1111111111111111
74	72	9/8	9/8	12/8	2	1	V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.75	0.0
75	73	0	0	12/8	2	1	i/iv	c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	1.5	0.0
75	73	3/4	3/4	12/8	2	1	V43/iv	c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1	0	10	0.0	0.0	1.5	0.0
76	74	0	0	12/8	2	1	iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	0	5	0.0	0.0	0.875	0.0
76	74	3/8	3/8	12/8	2	1	III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1	0	5	0.0	0.0	0.875	0.0
76	74	3/4	3/4	12/8	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	5	0.0	0.0	0.875	0.0
76	74	9/8	9/8	12/8	2	1	#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1	0	5	0.0	0.0	0.875	0.0
77	75	0	0	12/8	2	1	iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	0	5	0.0	0.0	0.875	0.0
77	75	3/8	3/8	12/8	2	1	III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1	0	5	0.0	0.0	0.875	0.0
77	75	3/4	3/4	12/8	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	5	0.0	0.0	0.875	0.0
77	75	9/8	9/8	12/8	2	1	#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1	0	5	0.0	0.0	0.875	0.0
78	76	0	0	12/8	2	1	iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	0	5	0.0	0.0	0.875	0.0
78	76	3/8	3/8	12/8	2	1	III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1	0	5	0.0	0.0	0.875	0.0
78	76	3/4	3/4	12/8	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	5	0.0	0.0	0.875	0.0
78	76	9/8	9/8	12/8	2	1	viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6	1	3	0.25	0.125	0.5	0.2
79	77	0	0	12/8	2	1	V[V|HC}	c	i	V	V		V					HC	}	M	1	1	1, 5, 2		1	1	0	6	0.0	0.0	2.0	0.0
79	77	3/8	3/8	12/8	2	1	i	c	i	V	i		i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.375	0.0
79	77	3/4	3/4	12/8	2	1	iio6	c	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	3	0.0	0.0	0.375	0.0
79	77	9/8	9/8	12/8	2	1	i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.375	0.0
80	78	0	0	12/8	2	1	#viio6	c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2	0	3	0.0	0.0	0.375	0.0
80	78	3/8	3/8	12/8	2	1	#vio6	c	i	V	#vio6		#vi	o	6					o	1	1	0, -3, 3		3	0	0	3	0.0	0.0	0.375	0.0
80	78	3/4	3/4	12/8	2	1	V6	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
80	78	9/8	9/8	12/8	2	1	viio6/V	c	i	V	viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
81	79	0	0	12/8	2	1	V	c	i	V	V		V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
81	79	3/8	3/8	12/8	2	1	i	c	i	V	i		i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.375	0.0
81	79	3/4	3/4	12/8	2	1	iio6	c	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	3	0.0	0.0	0.375	0.0
81	79	9/8	9/8	12/8	2	1	i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.375	0.0
82	80	0	0	12/8	2	1	#viio6	c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2	0	3	0.0	0.0	0.375	0.0
82	80	3/8	3/8	12/8	2	1	#vio6	c	i	V	#vio6		#vi	o	6					o	1	1	0, -3, 3		3	0	0	3	0.0	0.0	0.375	0.0
82	80	3/4	3/4	12/8	2	1	V6	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
82	80	9/8	9/8	12/8	2	1	viio6/V	c	i	V	viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
83	81	0	0	12/8	2	1	V]{	c	i	V	V		V						{	M	1	1	1, 5, 2		1	1	0	13	0.0	0.0	3.0	0.0
84	82	0	0	12/8	2	1	V65/V	c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6	0	13	0.0	0.0	3.0	0.0
85	83	0	0	12/8	2	1	V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	0	8	0.0	0.0	2.25	0.0
85	83	3/4	3/4	12/8	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	8	0.0	0.0	2.25	0.0
86	84	0	0	12/8	2	1	V65}	c	i		V65		V		65				}	Mm7	1	1	5, 2, -1, 1		1	5	0	8	0.0	0.0	2.25	0.0
86	84	3/4	3/4	12/8	2	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0	0	8	0.0	0.0	2.25	0.0
87	85	0	0	12/8	2	1	iio6{	c	i		iio6		ii	o	6				{	o	1	1	-1, -4, 2		2	-1	2	13	0.13333333333333333	0.125	1.875	0.0625
87	85	9/8	9/8	12/8	2	1	#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	0	4	0.0	0.0	0.625	0.0
