mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	2	1	c.i6{				c	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3	3	2	0.6	0.25	0.25	0.5
1	0	1/4	3/4	2/2	2	1	i				c	i		i	i							m	1	1	0, -3, 1		0	0	2	6	0.25	0.25	1.25	0.16666666666666666
2	1	1/4	1/4	2/2	2	1	#viio64/iv				c	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2	1	4	0.2	0.03125	0.71875	0.041666666666666664
2	1	1/2	1/2	2/2	2	1	iv6				c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.75	0.0
2	1	3/4	3/4	2/2	2	1	V7/iv				c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
3	2	0	0	2/2	2	1	iv(9#7)				c	i		iv(9#7)	iv			9#7				m	1	1	-1, -4, 0	1, 4	-1	-1	0	3	0.0	0.0	0.75	0.0
3	2	1/4	1/4	2/2	2	1	iv}				c	i		iv	iv						}	m	1	1	-1, -4, 0		-1	-1	3	5	0.375	0.25	1.0	0.2
3	2	3/4	3/4	2/2	2	1	V65				c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
4	3	0	0	2/2	2	1	i				c	i		i	i							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
4	3	1/4	1/4	2/2	2	1	i6				c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	0	5	0.0	0.0	0.75	0.0
4	3	1/2	1/2	2/2	2	1	iio6				c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
4	3	3/4	3/4	2/2	2	1	i				c	i		i	i							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
5	4	0	0	2/2	2	1	V(64)				c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1	0	3	0.0	0.0	0.75	0.0
5	4	1/4	1/4	2/2	2	1	V|HC}				c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
5	4	1/2	1/2	2/2	2	1	i6{				c	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3	3	2	0.6	0.25	0.25	0.5
5	4	3/4	3/4	2/2	2	1	i				c	i		i	i							m	1	1	0, -3, 1		0	0	2	6	0.25	0.25	1.25	0.16666666666666666
6	5	1/4	1/4	2/2	2	1	#viio64/iv				c	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2	1	4	0.2	0.03125	0.71875	0.041666666666666664
6	5	1/2	1/2	2/2	2	1	iv6				c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.75	0.0
6	5	3/4	3/4	2/2	2	1	V7/iv				c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
7	6	0	0	2/2	2	1	iv(9#7)				c	i		iv(9#7)	iv			9#7				m	1	1	-1, -4, 0	1, 4	-1	-1	0	3	0.0	0.0	0.75	0.0
7	6	1/4	1/4	2/2	2	1	iv}				c	i		iv	iv						}	m	1	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
7	6	1/2	1/2	2/2	2	1	#viio{				c	i		#viio	#vii	o					{	o	1	1	5, 2, -1		5	5	2	5	0.2857142857142857	0.125	1.125	0.1
8	7	0	0	2/2	2	1	i				c	i		i	i							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.0625	0.6875	0.08333333333333333
8	7	1/4	1/4	2/2	2	1	iio6				c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	3	5	0.375	0.125	0.625	0.16666666666666666
