mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	4/4	2	1	G.I[I{		G	I	I	I	I						{	M	0	0	1, 5, 2		1	1	9	25	0.2647058823529412	0.4375	3.8125	0.10294117647058823
4	3	0	0	4/4	2	1	IV(#2)		G	I	I	IV(#2)	IV			#2				M	0	0	0, 9, 1		0	0	0	3	0.0	0.0	0.5	0.0
4	3	1/4	1/4	4/4	2	1	IV		G	I	I	IV	IV							M	0	0	0, 4, 1		0	0	3	12	0.2	0.125	1.375	0.08333333333333333
5	4	0	0	4/4	2	1	I(6)		G	I	I	I(6)	I			6				M	0	0	1, 5, 4		1	1	0	3	0.0	0.0	0.5	0.0
5	4	1/4	1/4	4/4	2	1	I		G	I	I	I	I							M	0	0	1, 5, 2		1	1	1	8	0.1111111111111111	0.0625	1.4375	0.041666666666666664
6	5	0	0	4/4	2	1	V(64)		G	I	I	V(64)	V			64				M	0	0	2, 1, 5		2	2	0	8	0.0	0.0	1.0	0.0
6	5	1/2	1/2	4/4	2	1	V		G	I	I	V	V							M	0	0	2, 6, 3		2	2	5	5	0.5	0.375	0.625	0.375
7	6	0	0	4/4	2	1	I|PAC}		G	I	I	I	I					PAC	}	M	0	0	1, 5, 2		1	1	9	30	0.23076923076923078	0.8125	4.4375	0.15476190476190477
10	9	0	0	4/4	2	1	IV(#2)		G	I	I	IV(#2)	IV			#2				M	0	0	0, 9, 1		0	0	0	3	0.0	0.0	0.5	0.0
10	9	1/4	1/4	4/4	2	1	IV		G	I	I	IV	IV							M	0	0	0, 4, 1		0	0	3	11	0.21428571428571427	0.125	1.375	0.08333333333333333
11	10	0	0	4/4	2	1	I(6)		G	I	I	I(6)	I			6				M	0	0	1, 5, 4		1	1	0	3	0.0	0.0	0.5	0.0
11	10	1/4	1/4	4/4	2	1	I]		G	I	I	I	I							M	0	0	1, 5, 2		1	1	1	10	0.09090909090909091	0.0625	1.1875	0.05
12	11	0	0	4/4	2	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
12	11	1/4	1/4	4/4	2	1	V65	viio	G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.5	0.0
12	11	1/2	1/2	4/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
12	11	3/4	3/4	4/4	2	1	vii%7/V		G	I		vii%7/V	vii	%	7		V			%7	0	0	7, 4, 1, 5		7	7	0	3	0.0	0.0	0.5	0.0
13	12	0	0	4/4	2	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	2	0.0	0.0	0.375	0.0
13	12	1/4	1/4	4/4	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
13	12	1/2	1/2	4/4	2	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	2	6	0.25	0.1875	0.5625	0.25
14	13	0	0	4/4	2	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
14	13	1/4	1/4	4/4	2	1	V65		G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	5	0.0	0.0	0.5	0.0
14	13	1/2	1/2	4/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
14	13	3/4	3/4	4/4	2	1	vii%7/V		G	I		vii%7/V	vii	%	7		V			%7	0	0	7, 4, 1, 5		7	7	0	3	0.0	0.0	0.5	0.0
15	14	0	0	4/4	2	1	V(64)}		G	I		V(64)	V			64			}	M	0	0	2, 1, 5		2	2	2	2	0.5	0.125	0.3125	0.2857142857142857
15	14	1/4	1/4	4/4	2	1	V|HC		G	I		V	V					HC		M	0	0	2, 6, 3		2	2	6	7	0.46153846153846156	0.375	0.625	0.375
16	15	0	0	4/4	2	1	V.V{		G	V		V	V						{	M	0	0	3, 7, 4		3	3	6	15	0.2857142857142857	0.5	1.5	0.25
17	16	0	0	4/4	2	1	I6		G	V		I6	I		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.5	0.0
17	16	1/4	1/4	4/4	2	1	V6		G	V		V6	V		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	0.5	0.0
17	16	1/2	1/2	4/4	2	1	I		G	V		I	I							M	0	0	2, 6, 3		2	2	2	3	0.4	0.0625	0.4375	0.125
17	16	3/4	3/4	4/4	2	1	IV6		G	V		IV6	IV		6					M	0	0	5, 2, 1		1	5	2	3	0.4	0.125	0.375	0.25
18	17	0	0	4/4	2	1	V		G	V		V	V							M	0	0	3, 7, 4		3	3	5	16	0.23809523809523808	0.4375	1.5625	0.21875
