mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	c.i{					c	i		i		i						{	m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.5	0.0
1	1	1/4	1/4	4/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	1	0.0	0.0	0.25	0.0
1	1	1/2	1/2	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	1	0.0	0.0	0.25	0.0
1	1	7/8	7/8	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	1	0.0	0.0	0.125	0.0
2	2	0	0	4/4	2	1	iv6					c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	1	4	0.2	0.0625	0.4375	0.125
2	2	1/2	1/2	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	2	2	0.5	0.1875	0.1875	0.5
2	2	3/4	3/4	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.0625	0.4375	0.125
3	3	0	0	4/4	2	1	#viio(2)					c	i		#viio(2)		#vii	o		2				o	1	1	0, 2, -1		5	0	1	3	0.25	0.0625	0.4375	0.125
3	3	1/4	1/4	4/4	2	1	V6					c	i		V6		V		6					M	1	1	5, 2, 1		1	5	2	3	0.4	0.125	0.375	0.25
3	3	1/2	1/2	4/4	2	1	i|IAC}{					c	i		i		i					IAC	}{	m	1	1	0, -3, 1		0	0	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
3	3	3/4	3/4	4/4	2	1	v.i6					c	v		i6		i		6					m	1	1	-2, 2, 1		1	-2	2	3	0.4	0.25	0.5	0.3333333333333333
4	4	0	0	4/4	2	1	i					c	v		i		i							m	1	1	1, -2, 2		1	1	1	7	0.125	0.0625	1.3125	0.045454545454545456
