mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	G.I{		G	I		I	I						{	M	0	0	1, 5, 2		1	1	0	26	0.0	0.0	2.1875	0.0
5	5	0	0	3/8	2	1	IV64		G	I		IV64	IV		64					M	0	0	1, 0, 4		0	1	0	10	0.0	0.0	1.125	0.0
6	6	0	0	3/8	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	10	0.0	0.0	1.125	0.0
7	7	0	0	3/8	2	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	1	3	0.25	0.03125	0.21875	0.125
7	7	1/8	1/8	3/8	2	1	V6		G	I		V6	V		6					M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.125	0.375	0.25
8	8	0	0	3/8	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	9	0.0	0.0	0.75	0.0
9	9	0	0	3/8	2	1	IV64		G	I		IV64	IV		64					M	0	0	1, 0, 4		0	1	0	10	0.0	0.0	1.125	0.0
10	10	0	0	3/8	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	10	0.0	0.0	1.125	0.0
11	11	0	0	3/8	2	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	1	3	0.25	0.03125	0.21875	0.125
11	11	1/8	1/8	3/8	2	1	V6		G	I		V6	V		6					M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.125	0.375	0.25
12	12	0	0	3/8	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
12	12	1/8	1/8	3/8	2	1	IV6		G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	12	1/4	1/4	3/8	2	1	ii6		G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	13	0	0	3/8	2	1	V|HC}		G	I		V	V					HC	}	M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.0	0.0
13	13	1/4	1/4	3/8	2	1	V.I{		G	V		I	I						{	M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
14	14	0	0	3/8	2	1	V		G	V		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.375	0.0
14	14	1/4	1/4	3/8	2	1	V7		G	V		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.375	0.0
15	15	0	0	3/8	2	1	I64		G	V		I64	I		64					M	0	0	3, 2, 6		2	3	0	10	0.0	0.0	0.875	0.0
16	16	0	0	3/8	2	1	V7		G	V		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	10	0.0	0.0	0.875	0.0
17	17	0	0	3/8	2	1	I64		G	V		I64	I		64					M	0	0	3, 2, 6		2	3	0	10	0.0	0.0	0.875	0.0
