mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	12/8	2	1	Bb.I{				Bb	I		I		I						{	M	0	0	-2, 2, -1		-2	-2	0.0	22.0	0.0	0.0	3.5	0.0
3	2	3/4	3/4	12/8	2	1	V65				Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0.0	8.0	0.0	0.0	1.5	0.0
4	3	0	0	12/8	2	1	I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0.0	22.0	0.0	0.0	3.75	0.0
5	4	3/4	3/4	12/8	2	1	V65				Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0.0	10.0	0.0	0.0	2.25	0.0
6	5	0	0	12/8	2	1	I|IAC}{				Bb	I		I		I					IAC	}{	M	0	0	-2, 2, -1		-2	-2	2.0	6.0	0.25	0.25	1.25	0.16666666666666666
6	5	3/4	3/4	12/8	2	1	IV				Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	2.0	5.0	0.2857142857142857	0.25	0.625	0.2857142857142857
7	6	0	0	12/8	2	1	I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2.0	5.0	0.2857142857142857	0.25	0.625	0.2857142857142857
7	6	3/4	3/4	12/8	2	1	ii64				Bb	I		ii64		ii		64					m	0	0	1, 0, -3		0	1	1.0	3.0	0.25	0.125	0.625	0.16666666666666666
7	6	9/8	9/8	12/8	2	1	vii%7				Bb	I		vii%7		vii	%	7					%7	0	0	3, 0, -3, 1		3	3	0.0	4.0	0.0	0.0	0.75	0.0
8	7	0	0	12/8	2	1	I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1.0	7.0	0.125	0.125	1.375	0.08333333333333333
8	7	3/4	3/4	12/8	2	1	IV				Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	2.0	5.0	0.2857142857142857	0.25	0.625	0.2857142857142857
9	8	0	0	12/8	2	1	I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2.0	5.0	0.2857142857142857	0.25	0.625	0.2857142857142857
9	8	3/4	3/4	12/8	2	1	ii				Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	1.0	3.0	0.25	0.125	0.625	0.16666666666666666
9	8	9/8	9/8	12/8	2	1	vii%7				Bb	I		vii%7		vii	%	7					%7	0	0	3, 0, -3, 1		3	3	0.0	4.0	0.0	0.0	0.75	0.0
10	9	0	0	12/8	2	1	I}{				Bb	I		I		I						}{	M	0	0	-2, 2, -1		-2	-2	0.0	4.0	0.0	0.0	0.75	0.0
10	9	3/8	3/8	12/8	2	1	viio				Bb	I		viio		vii	o						o	0	0	3, 0, -3		3	3	0.0	4.0	0.0	0.0	0.75	0.0
10	9	3/4	3/4	12/8	2	1	I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0.0	4.0	0.0	0.0	0.75	0.0
10	9	9/8	9/8	12/8	2	1	viio7/vi				Bb	I		viio7/vi		vii	o	7		vi			o7	0	0	-1, -4, -7, -10		-1	-1	4.0	0.0	1.0	0.75	0.0	1.0
11	10	0	0	12/8	2	1	vi				Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0.0	5.0	0.0	0.0	1.125	0.0
11	10	3/8	3/8	12/8	2	1	V6/vi				Bb	I		V6/vi		V		6		vi			M	0	0	6, 3, 2		2	6	0.0	5.0	0.0	0.0	1.125	0.0
11	10	3/4	3/4	12/8	2	1	vi				Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0.0	5.0	0.0	0.0	1.125	0.0
11	10	9/8	9/8	12/8	2	1	III				Bb	I		III		III							M	0	0	2, 6, 3		2	2	0.0	5.0	0.0	0.0	1.125	0.0
12	11	0	0	12/8	2	1	IV				Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	0.0	4.0	0.0	0.0	0.75	0.0
12	11	3/8	3/8	12/8	2	1	I6				Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0.0	4.0	0.0	0.0	0.75	0.0
12	11	3/4	3/4	12/8	2	1	IV				Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	0.0	4.0	0.0	0.0	0.75	0.0
12	11	9/8	9/8	12/8	2	1	I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0.0	4.0	0.0	0.0	0.75	0.0
13	12	0	0	12/8	2	1	ii6				Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	3.0	7.0	0.3	0.375	1.125	0.25
13	12	9/8	9/8	12/8	2	1	vii%7/V				Bb	I		vii%7/V		vii	%	7		V			%7	0	0	4, 1, -2, 2		4	4	1.0	4.0	0.2	0.125	1.0	0.1111111111111111
14	13	0	0	12/8	2	1	V|HC}				Bb	I		V		V					HC	}	M	0	0	-1, 3, 0		-1	-1	1.0	10.0	0.09090909090909091	0.125	1.75	0.06666666666666667
14	13	9/8	9/8	12/8	2	1	V.I6{				Bb	V		I6		I		6				{	M	0	0	3, 0, -1		-1	3	1.0	3.0	0.25	0.125	0.375	0.25
15	14	0	0	12/8	2	1	viio6				Bb	V		viio6		vii	o	6					o	0	0	1, -2, 4		4	1	1.0	3.0	0.25	0.125	0.375	0.25
15	14	3/8	3/8	12/8	2	1	vi				Bb	V		vi		vi							m	0	0	2, -1, 3		2	2	1.0	3.0	0.25	0.125	0.375	0.25
