mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	G.I{	G	I		I	I						{	M	0	0	1, 5, 2		1	1	3	7	0.3	0.125	1.625	0.07142857142857142
2	2	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.0625	0.6875	0.08333333333333333
2	2	1/4	1/4	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	4	0.0	0.0	0.75	0.0
2	2	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
3	3	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.5	0.0
3	3	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	3	0.0	0.0	0.5	0.0
3	3	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	4	0.0	0.0	0.75	0.0
4	4	0	0	3/4	2	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	3	6	0.3333333333333333	0.0625	1.6875	0.03571428571428571
5	5	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	0, 4, 1		0	0	3	7	0.3	0.125	1.375	0.08333333333333333
6	6	0	0	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	1.5	0.0
6	6	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
7	7	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	2	5	0.2857142857142857	0.125	0.875	0.125
7	7	1/2	1/2	3/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	7, 4, 1		7	7	1	2	0.3333333333333333	0.125	0.375	0.25
8	8	0	0	3/4	2	1	V|HC}	G	I		V	V					HC	}	M	0	0	2, 6, 3		2	2	4	4	0.5	0.3125	0.9375	0.25
9	9	0	0	3/4	2	1	iio/ii{	G	I		iio/ii	ii	o			ii		{	o	0	0	5, 2, -1		5	5	4	9	0.3076923076923077	0.625	1.375	0.3125
10	10	0	0	3/4	2	1	V65/ii	G	I		V65/ii	V		65		ii			Mm7	0	0	8, 5, 2, 4		4	8	1	7	0.125	0.1875	1.0625	0.15
11	11	0	0	3/4	2	1	ii	G	I		ii	ii							m	0	0	3, 0, 4		3	3	4	9	0.3076923076923077	0.625	1.375	0.3125
