mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	60								
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	61								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	62								
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	63								
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	64								
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	65								
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	66								
7	7	24	24	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	67								
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	68								
7	7	25	25	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	69								
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	70								
7	7	26	26	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	71								
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	72								
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	73								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	74								
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	75								
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	76								
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	77								
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	78								
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	79								
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	80								
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	81								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	82								
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	83								
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	84								
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	85								
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	86								
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	87								
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	88								
8	8	28	28	0.75	0	0	Chord	4/4	1	2	3/16		1/8	3/2	89								
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	90								
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	91								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	92								
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	93								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	94								
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	95								
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	96								
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	97								
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	98								
9	9	32	32	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	99								
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	100								
9	9	33	33	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	101								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	102								
9	9	34	34	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	103								
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	104								
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	105		ornamentTrill						
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	106								
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	107								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	108								
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	109								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	110								
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	111								
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	112								
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	113								
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	114								
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	115								
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	116								
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	117								
10	10	37	37	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	118								
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	119								
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	120								
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	121								
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	122								
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	123								
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	124								
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	125								
11	11	40	40	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	126								
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	127								
11	11	41	41	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	128								
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	129								
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	130								
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	131								
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	132								
11	11	85/2	85/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	133								
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	134								
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	135								
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	136								
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	137								
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	138								
12	12	44	44	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	139								
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	140		ornamentTrill						
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	141								
12	12	44	44	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	142								
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	143								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	144								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	145								
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	146								
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	147								
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	148								
13	13	49	49	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	149								
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	150								
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	151								
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	152								
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	153								
13	13	51	51	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	154								
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	155								
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	156								
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	157								
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	158								
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	159								
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	160								
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	161								
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	162								
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	163								
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	164								
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	165								
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	166								
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	167								
14	14	52	52	0.75	0	0	Chord	4/4	1	2	3/16		1/8	3/2	168								
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	169								
14	14	53	53	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	170								
14	14	55	55	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	171								
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	172								
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	173								
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	174								
15	15	56	56	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	175								
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	176								
15	15	57	57	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	177								
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	178								
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	179								
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	180								
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	181								
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	182								
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	183								
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	184								
15	15	59	59	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	185								
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	186								
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	187								
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	188								
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	189								
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	190								
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	191								0
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	192								
16	16	63	63	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	193								
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	194								
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	195								
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	196								
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	197								
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	198								
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	199								
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	200								
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	201								
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	202								
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	203								
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	204								
17	17	64	64	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	205								
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	206								
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	207								
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	208								
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	209								
17	17	67	67	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	210								
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	211								
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	212								
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	213								
17	17	64	64	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	214								
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	215								
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	216								
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	217								
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	218								
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	219								
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	220								
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	221								
18	18	68	68	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	222								
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	223								
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	224								
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	225								
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	226								
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	227								
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	228								
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	229								
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	230								
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	231								
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	232								
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	233								
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	234								
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	235								
19	19	72	72	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	236								
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	237								
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	238								
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	239								
19	19	73	73	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	240								
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	241								
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	242								
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	243								
19	19	74	74	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	244								
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	245								
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	246								
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	247								
19	19	75	75	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	248								
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	249								
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	250								
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	251								
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	252								
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	253								
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	254								
20	20	77	77	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	255								
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	256								
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	257		ornamentTrill						
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	258								
20	20	78	78	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	259								
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	260								
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	261		ornamentTrill						
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	262								
20	20	79	79	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	263								
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	264								
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	265								
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	266								
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	267								
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	268								
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	269								
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	270								
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	271								1
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	272								
21	21	81	81	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	273								
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	274								
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	275		ornamentTrill						
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	276								
21	21	82	82	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	277								
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	278								
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	279		ornamentTrill						
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	280								
21	21	83	83	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	281								
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	282								
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	283								
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	284								
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	285								
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	286								
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	287								
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	288								
22	22	84	84	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	289								
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	290								
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	291								
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	292								
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	293								
