mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur
47	47	369/2	369/2	0.0	1/8	1/8	Chord	4/4	1	1	0	grace16		1/16	1	590					
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	591					
47	47	185	185	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	592					
47	47	185	185	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	593					
47	47	371/2	371/2	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16		1/16	1	594					
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	595					
47	47	186	186	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	596					20
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	597	ornamentShortTrill				
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	598					
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	599					
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	600					
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	601					
48	48	188	188	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	602					
48	48	377/2	377/2	0.0	1/8	1/8	Chord	4/4	1	1	0	grace16		1/16	1	603					
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	604					
48	48	189	189	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	605					
48	48	189	189	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	606					
48	48	379/2	379/2	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16		1/16	1	607					
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	608					
48	48	190	190	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	609					21
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	610	ornamentShortTrill				
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	611					
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	612					
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	613					
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	614					
49	49	192	192	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	615					
49	49	769/4	769/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	616					
49	49	385/2	385/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	617					
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	618					
49	49	193	193	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	619					
49	49	773/4	773/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	620					
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	621					
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	622					
49	49	194	194	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	623					
49	49	777/4	777/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	624					
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	625					
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	626					
49	49	195	195	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	627					
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	628					
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	629					
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	630					
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	631					
49	49	193	193	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	632					
49	49	194	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	633					
49	49	195	195	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	634					
50	50	196	196	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	635					
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	636					
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	637					
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	638					
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	639					
50	50	199	199	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	640					
50	50	797/4	797/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	641					
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	642					
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	643					
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	644					
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	645					
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	646					
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	647					
50	50	198	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	648					
51	51	200	200	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	649					
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	650					
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	651					
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	652					
51	51	809/4	809/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	653					
51	51	405/2	405/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	654					
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	655					
51	51	203	203	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	656					
51	51	813/4	813/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	657					
51	51	407/2	407/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	658					
51	51	815/4	815/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	659					
51	51	200	200	2.0	0	0	Chord	4/4	1	2	1/2		r8	1/2	1	660					
51	51	202	202	0.5	1/2	1/2	Chord	4/4	1	2	1/8			1/8	1	661					
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	662					
51	51	203	203	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	663					
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	664					
51	51	200	200	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	665					
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	666					
52	52	204	204	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	667					
52	52	204	204	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	668	ornamentTrill				
52	52	205	205	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	669					
52	52	204	204	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	670					
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	671					
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	672					
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	673					
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	674					
53	53	833/4	833/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	675					
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	676					
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	677					
53	53	209	209	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	678					
53	53	837/4	837/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	679					
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	680					
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	681					
53	53	210	210	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	682					
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	683					
53	53	211	211	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	684					
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	685					
53	53	208	208	4.0	0	0	Chord	4/4	2	1	1			1	1	686					
54	54	212	212	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	687					
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	688					
54	54	213	213	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	689					22
54	54	214	214	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	690					
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	691					
54	54	215	215	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	692					
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	693					
54	54	212	212	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	694					
54	54	214	214	2.0	1/2	1/2	Chord	4/4	1	2	1/2			1/2	1	695					
54	54	212	212	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	696					
54	54	214	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	697					
55	55	216	216	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	698					
55	55	865/4	865/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	699					
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	700					
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	701					
55	55	217	217	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	702					
55	55	869/4	869/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	703					
55	55	435/2	435/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	704					
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	705					
55	55	218	218	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	706					
55	55	219	219	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	707	ornamentTrill				
55	55	216	216	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	708					
55	55	217	217	1.0	1/4	1/4	Chord	4/4	1	2	1/4			1/4	1	709					
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	710					
55	55	217	217	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	711					
55	55	218	218	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	712					
55	55	219	219	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	713					
56	56	220	220	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	714					
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	715					
56	56	441/2	441/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	716					23
56	56	221	221	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	717					23
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	718					23
56	56	222	222	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	719					23
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	720					23
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	721					23
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	722					
57	57	224	224	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	723					
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	724					
57	57	225	225	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	725					
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	726					
57	57	224	224	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	727					
57	57	225	225	1.0	1/4	1/4	Chord	4/4	1	2	1/4			1/4	1	728					
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	729					24
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	730					24
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	731					24
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	732					24
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	733					24
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	734					24
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	735					
58	58	228	228	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	736					
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	737					
58	58	229	229	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	738					
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	739					
58	58	228	228	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	740					
58	58	229	229	1.0	1/4	1/4	Chord	4/4	1	2	1/4			1/4	1	741					
58	58	457/2	457/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	742					25
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	743					25
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	744					25
58	58	230	230	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	745					25
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	746					25
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	747					25
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	748					
59	59	232	232	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	749					
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	750					
59	59	233	233	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	751					
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	752					
59	59	232	232	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	753					
59	59	233	233	1.0	1/4	1/4	Chord	4/4	1	2	1/4			1/4	1	754					
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	755					
59	59	233	233	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	756					
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	757					
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	758					
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	759					
59	59	235	235	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	760					
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	761					
60	60	236	236	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	762					
60	60	945/4	945/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	763					
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	764					
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	765					
60	60	237	237	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	766					
60	60	949/4	949/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	767					
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	768					
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	769					
60	60	238	238	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	770					
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	771					
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	772					
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	773					
60	60	236	236	4.0	0	0	Chord	4/4	2	1	1			1	1	774					
61	61	240	240	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	775	ornamentTrill				
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	776					
61	61	241	241	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	777					26
61	61	242	242	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	778					
61	61	485/2	485/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	779					
61	61	243	243	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	780					
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	781					
61	61	240	240	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	782					
61	61	242	242	2.0	1/2	1/2	Chord	4/4	1	2	1/2			1/2	1	783					
61	61	240	240	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	784					
61	61	242	242	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	785					
62	62	244	244	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	786					
62	62	977/4	977/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	787					
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	788					
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	789					
62	62	245	245	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	790					
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	791					
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	792					
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	793					
62	62	246	246	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	794					
62	62	247	247	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	795	ornamentTrill				
62	62	245	245	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	796					
62	62	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	797					
62	62	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	798					
63	63	248	248	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	799					
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	800					
63	63	249	249	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	801					
63	63	250	250	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	802					
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	803					
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	804					
63	63	251	251	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	805					
63	63	1005/4	1005/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	806					
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	807					
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	808					
63	63	248	248	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	809					
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	810					
63	63	249	249	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	811					
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	812					
63	63	250	250	2.0	1/2	1/2	Chord	4/4	2	2	1/2		r8	1/2	1	813					
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	814					
64	64	253	253	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	815					
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	816					
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	817					
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	818					
64	64	255	255	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	819					
64	64	1021/4	1021/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	820					
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	821					
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	822					
64	64	252	252	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	823					
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	824					
64	64	253	253	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	825					
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	826					
64	64	254	254	2.0	1/2	1/2	Chord	4/4	2	2	1/2		r8	1/2	1	827					
65	65	256	256	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	828					
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	829					
65	65	257	257	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	830					
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	831					
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	832					
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	833					
65	65	258	258	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	834					
65	65	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	835					
65	65	517/2	517/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	836					
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	837					
65	65	259	259	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	838					
65	65	1037/4	1037/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	839					
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	840					
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	841					
65	65	256	256	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	842					
65	65	258	258	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	843					
66	66	260	260	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	844					
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	845					
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	846					
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	847					
66	66	261	261	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	848					
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	849					
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	850					
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	851					
66	66	262	262	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	852					
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	853					
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	854					
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	855					
66	66	263	263	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	856					
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	857					
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	858					
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	859					
66	66	260	260	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	860					
66	66	262	262	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	861					
67	67	264	264	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	862					
67	67	1057/4	1057/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	863					
67	67	529/2	529/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	864					
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	865					
67	67	265	265	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	866					
67	67	1061/4	1061/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	867					
67	67	531/2	531/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	868					
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	869					
67	67	266	266	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	870					
67	67	1065/4	1065/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	871					
67	67	533/2	533/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	872					
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	873					
67	67	267	267	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	874					
67	67	1069/4	1069/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	875					
67	67	535/2	535/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	876					
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	877					
67	67	264	264	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	878					
67	67	266	266	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	879					
68	68	268	268	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	880					
68	68	1073/4	1073/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	881					
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	882					
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	883					
