mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur	crescendo_line
38	37	222	222	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	594						
39	38	445/2	445/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	595						
39	38	224	224	0.0	3/8	3/8	Chord	12/8	1	1	0	grace16	1/16	1	596						
39	38	224	224	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	597						
39	38	449/2	449/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	598						
39	38	225	225	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	599						
39	38	451/2	451/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	600						
39	38	227	227	0.0	9/8	9/8	Chord	12/8	1	1	0	grace16	1/16	1	601						
39	38	227	227	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	602						
39	38	455/2	455/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	603						
39	38	228	228	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	604						
39	38	445/2	445/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	605						
39	38	223	223	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	606						
39	38	447/2	447/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	607						
39	38	224	224	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	608						
39	38	449/2	449/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	609						
39	38	225	225	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	610						
39	38	451/2	451/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	611						
39	38	226	226	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	612						
39	38	453/2	453/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	613						
39	38	227	227	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	614						
39	38	455/2	455/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	615						
39	38	228	228	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	616						
40	39	457/2	457/2	3.0	0	0	Chord	12/8	1	1	3/4		1/2	3/2	617						
40	39	463/2	463/2	3.0	3/4	3/4	Chord	12/8	1	1	3/4		1/2	3/2	618	ornamentTrill					
40	39	457/2	457/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	619						
40	39	229	229	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	620						
40	39	459/2	459/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	621						
40	39	230	230	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	622						
40	39	461/2	461/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	623						
40	39	231	231	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	624						
40	39	463/2	463/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	625						
40	39	232	232	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	626						
40	39	465/2	465/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	627						
40	39	233	233	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	628						
40	39	467/2	467/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	629						
40	39	234	234	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	630						
41	40	469/2	469/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	631						
41	40	237	237	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	632						
41	40	475/2	475/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	633						
41	40	477/2	477/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	634						
41	40	239	239	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	635						
41	40	240	240	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	636						
41	40	469/2	469/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	637						
41	40	235	235	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	638						
41	40	471/2	471/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	639						
41	40	236	236	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	640						
41	40	473/2	473/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	641						
41	40	237	237	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	642						
41	40	475/2	475/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	643						
41	40	238	238	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	644						
41	40	477/2	477/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	645						
41	40	239	239	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	646						
41	40	479/2	479/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	647						
41	40	240	240	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	648						
42	41	481/2	481/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	649						
42	41	243	243	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	650						
42	41	487/2	487/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	651						
42	41	489/2	489/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	652						
42	41	245	245	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	653						
42	41	246	246	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	654						
42	41	481/2	481/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	655						
42	41	241	241	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	656						
42	41	483/2	483/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	657						
42	41	242	242	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	658						
42	41	485/2	485/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	659						
42	41	243	243	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	660						
42	41	487/2	487/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	661						
42	41	244	244	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	662						
42	41	489/2	489/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	663						
42	41	245	245	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	664						
42	41	491/2	491/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	665						
42	41	246	246	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	666						
43	42	493/2	493/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	667						
43	42	248	248	0.0	3/8	3/8	Chord	12/8	1	1	0	grace16	1/16	1	668						
43	42	248	248	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	669						
43	42	497/2	497/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	670						
43	42	249	249	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	671						
43	42	499/2	499/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	672						
43	42	251	251	0.0	9/8	9/8	Chord	12/8	1	1	0	grace16	1/16	1	673						
43	42	251	251	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	674						
43	42	503/2	503/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	675						
43	42	252	252	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	676						
43	42	493/2	493/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	677						
43	42	247	247	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	678						
43	42	495/2	495/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	679						
43	42	248	248	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	680						
43	42	497/2	497/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	681						
43	42	249	249	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	682						
43	42	499/2	499/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	683						
43	42	250	250	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	684						
43	42	501/2	501/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	685						
43	42	251	251	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	686						
43	42	503/2	503/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	687						
43	42	252	252	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	688						
44	43	505/2	505/2	3.0	0	0	Chord	12/8	1	1	3/4		1/2	3/2	689						
44	43	511/2	511/2	3.0	3/4	3/4	Chord	12/8	1	1	3/4		1/2	3/2	690	ornamentTrill					
44	43	505/2	505/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	691						
44	43	253	253	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	692						
44	43	507/2	507/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	693						
44	43	254	254	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	694						
44	43	509/2	509/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	695						
44	43	255	255	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	696						
44	43	511/2	511/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	697						
44	43	256	256	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	698						
44	43	513/2	513/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	699						
44	43	257	257	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	700						
44	43	515/2	515/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	701						
44	43	258	258	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	702						
45	44	517/2	517/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	703						
45	44	521/2	521/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	704						
45	44	261	261	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	705						
45	44	523/2	523/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	706						
45	44	262	262	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	707						
45	44	525/2	525/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	708						
45	44	263	263	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	709						
45	44	527/2	527/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	710						
45	44	264	264	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	711						
45	44	517/2	517/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	712						
45	44	260	260	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	713						
45	44	523/2	523/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	714						
45	44	263	263	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	715						
46	45	529/2	529/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	716						
46	45	533/2	533/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	717						
46	45	267	267	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	718						
46	45	535/2	535/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	719						
46	45	268	268	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	720						
46	45	537/2	537/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	721						
46	45	269	269	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	722						
46	45	539/2	539/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	723						
46	45	270	270	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	724						
46	45	529/2	529/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	725						
46	45	266	266	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	726						
46	45	535/2	535/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	727						
46	45	269	269	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	728						
47	46	541/2	541/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	729						
47	46	272	272	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	730						
47	46	545/2	545/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	731						
47	46	273	273	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	732						
47	46	547/2	547/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	733						
47	46	274	274	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	734						
47	46	549/2	549/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	735						
47	46	275	275	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	736						
47	46	551/2	551/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	737						
47	46	276	276	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	738						
47	46	541/2	541/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	739						
47	46	272	272	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	740						
47	46	547/2	547/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	741						
47	46	275	275	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	742						
48	47	553/2	553/2	3.0	0	0	Chord	12/8	1	1	3/4		1/2	3/2	743					7	
48	47	559/2	559/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	744						
48	47	553/2	553/2	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	745					8	
48	47	559/2	559/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	746						
49	47	565/2	565/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	747						
50	48	283	283	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	748					9	
50	48	569/2	569/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	749						
50	48	571/2	571/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	750						
50	48	286	286	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	751						
50	48	577/2	577/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	752						
50	48	283	283	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	753						
50	48	567/2	567/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	754						
50	48	284	284	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	755						
50	48	569/2	569/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	756						
50	48	285	285	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	757						
50	48	571/2	571/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	758						
50	48	286	286	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	759						
50	48	573/2	573/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	760						
50	48	287	287	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	761						
50	48	575/2	575/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	762						
50	48	288	288	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	763						
50	48	577/2	577/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	764						
51	49	289	289	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	765					10	
51	49	581/2	581/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	766						
51	49	583/2	583/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	767						
51	49	292	292	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	768						
51	49	589/2	589/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	769						
51	49	289	289	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	770						
51	49	579/2	579/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	771						
51	49	290	290	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	772						
51	49	581/2	581/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	773						
51	49	291	291	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	774						
51	49	583/2	583/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	775						
51	49	292	292	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	776						
51	49	585/2	585/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	777						
51	49	293	293	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	778						
51	49	587/2	587/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	779						
51	49	294	294	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	780						
51	49	589/2	589/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	781						
52	50	295	295	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	782						
52	50	593/2	593/2	0.0	3/8	3/8	Chord	12/8	1	1	0	grace16	1/16	1	783						
52	50	593/2	593/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	784						
52	50	297	297	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	785						
52	50	595/2	595/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	786						
52	50	298	298	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	787						
52	50	599/2	599/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	788						
52	50	295	295	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	789						
52	50	591/2	591/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	790						
52	50	296	296	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	791						
52	50	593/2	593/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	792						
52	50	297	297	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	793						
52	50	595/2	595/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	794						
52	50	298	298	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	795						
52	50	597/2	597/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	796						
52	50	299	299	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	797						
52	50	599/2	599/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	798						
52	50	300	300	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	799						
52	50	601/2	601/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	800						
53	51	301	301	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	801						
53	51	611/2	611/2	0.0	9/8	9/8	Chord	12/8	1	1	0	grace16	1/16	1	802						
53	51	611/2	611/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	803						
53	51	306	306	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	804						
53	51	613/2	613/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	805						
53	51	301	301	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	806						
53	51	603/2	603/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	807						
53	51	302	302	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	808						
53	51	605/2	605/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	809						
53	51	303	303	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	810						
53	51	607/2	607/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	811						
53	51	304	304	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	812						
53	51	609/2	609/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	813						
53	51	305	305	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	814						
53	51	611/2	611/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	815						
53	51	306	306	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	816						
53	51	613/2	613/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	817						
54	52	307	307	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	818						
54	52	617/2	617/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	819						
54	52	623/2	623/2	0.0	9/8	9/8	Chord	12/8	1	1	0	grace16	1/16	1	820						
54	52	623/2	623/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	821						
54	52	312	312	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	822						
54	52	625/2	625/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	823						
54	52	307	307	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	824						
54	52	615/2	615/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	825						
54	52	308	308	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	826						
54	52	617/2	617/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	827						
54	52	309	309	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	828						
54	52	619/2	619/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	829						
54	52	310	310	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	830						
54	52	621/2	621/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	831						
54	52	311	311	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	832						
54	52	623/2	623/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	833						
54	52	312	312	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	834						
54	52	625/2	625/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	835						
55	53	313	313	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	836						
55	53	629/2	629/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	837						
55	53	635/2	635/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	838						
55	53	318	318	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	839						
55	53	637/2	637/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	840						
55	53	313	313	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	841						
55	53	627/2	627/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	842						
55	53	314	314	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	843						
55	53	629/2	629/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	844						
55	53	315	315	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	845						
55	53	631/2	631/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	846						
55	53	316	316	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	847						
55	53	633/2	633/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	848						
55	53	317	317	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	849						
55	53	635/2	635/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	850						
55	53	318	318	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	851						
55	53	637/2	637/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	852						
56	54	319	319	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	853						
56	54	641/2	641/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	854						
56	54	647/2	647/2	0.0	9/8	9/8	Chord	12/8	1	1	0	grace16	1/16	1	855						
56	54	647/2	647/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	856						
56	54	324	324	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	857						
56	54	649/2	649/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	858						
56	54	319	319	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	859						
56	54	639/2	639/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	860						
56	54	320	320	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	861						
56	54	641/2	641/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	862						
56	54	321	321	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	863						
56	54	643/2	643/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	864						
56	54	322	322	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	865						
56	54	645/2	645/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	866						
56	54	323	323	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	867						
56	54	647/2	647/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	868						
56	54	324	324	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	869						
56	54	649/2	649/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	870						
57	55	325	325	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	871						
57	55	653/2	653/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	872						
57	55	659/2	659/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	873						
57	55	330	330	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	874						
57	55	661/2	661/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	875						
57	55	325	325	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	876						
57	55	651/2	651/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	877						
57	55	326	326	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	878						
57	55	653/2	653/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	879						
57	55	327	327	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	880						
57	55	655/2	655/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	881						
57	55	328	328	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	882						
57	55	659/2	659/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	883						
58	56	331	331	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	884						
58	56	663/2	663/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	885						
58	56	332	332	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	886						
58	56	665/2	665/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	887						
58	56	333	333	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	888						
58	56	667/2	667/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	889						
58	56	334	334	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	890						
58	56	669/2	669/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	891						
