mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	561						
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	562						
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	563						
37	37	146	146	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	564						
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	565						
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	566						
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	567						
37	37	147	147	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	568						
37	37	589/4	589/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	569						
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	570						
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	571						
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	572						
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	573						
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	574						
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	575						
38	38	149	149	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	576						
38	38	597/4	597/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	577						
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	578						
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	579						
38	38	150	150	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	580						
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	581						
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	582						
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	583						
38	38	151	151	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	584						
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	585						
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	586						
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	587						
38	38	148	148	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	588						
39	39	152	152	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	589						
39	39	609/4	609/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	590						
39	39	305/2	305/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	591						
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	592						
39	39	153	153	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	593						
39	39	613/4	613/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	594						
39	39	307/2	307/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	595						
39	39	615/4	615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	596						
39	39	154	154	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	597						
39	39	617/4	617/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	598						
39	39	309/2	309/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	599						
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	600						
39	39	155	155	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	601						
39	39	621/4	621/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	602						
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	603						
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	604						
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	605						
39	39	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	606						
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	607						
40	40	156	156	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	608						
40	40	158	158	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	609		ornamentTrill				
40	40	156	156	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	610						
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	611						
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	612						
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	613						
40	40	158	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	614						
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	615						
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	616						
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	617						
41	41	160	160	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	618						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	619						
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	620						
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	621						
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	622						
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	623						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	624						
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	625						
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	626						
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	627						
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	628						
41	41	160	160	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	629						
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	630						
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	631						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	632						
41	41	162	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	633						
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	634						
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	635						
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	636						
42	42	164	164	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	637						
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	638						
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	639						
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	640						
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	641						
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	642						
42	42	164	164	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	643						
42	42	164	164	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	644						
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	645						
42	42	165	165	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	646						
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	647						
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	648						
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	649						
42	42	167	167	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	650						
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	651						
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	652						
43	43	169	169	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	653						
43	43	169	169	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	654						
43	43	677/4	677/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	655						
43	43	339/2	339/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	656						
43	43	679/4	679/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	657						
43	43	170	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	658						
43	43	168	168	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	659						
43	43	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	660						
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	661						
44	44	517/3	517/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	662						
44	44	518/3	518/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	663						
44	44	173	173	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	664						
44	44	520/3	520/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	665						
44	44	521/3	521/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	666						
44	44	174	174	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	667						
44	44	523/3	523/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	668						
44	44	524/3	524/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	669						
44	44	175	175	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	670						
44	44	526/3	526/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	671						
44	44	527/3	527/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	672						
44	44	172	172	4.0	0	0	Chord	4/4	2	1	1		1	1	673						
45	45	176	176	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	674						
45	45	529/3	529/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	675						
45	45	530/3	530/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	676						
45	45	177	177	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	677						
45	45	532/3	532/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	678						
45	45	533/3	533/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	679						
45	45	178	178	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	680						
45	45	535/3	535/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	681						
45	45	536/3	536/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	682						
45	45	179	179	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	683						
45	45	538/3	538/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	684						
45	45	539/3	539/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	685						
45	45	176	176	4.0	0	0	Chord	4/4	2	1	1		1	1	686						
46	46	541/3	541/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	687						
46	46	542/3	542/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	688						
46	46	181	181	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	689						
46	46	544/3	544/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	690						
46	46	545/3	545/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	691						
46	46	182	182	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	692						
46	46	547/3	547/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	693						
46	46	548/3	548/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	694						
46	46	183	183	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	695						
46	46	550/3	550/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	696						
46	46	551/3	551/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	697						
46	46	180	180	4.0	0	0	Chord	4/4	2	1	1		1	1	698						
47	47	184	184	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	699						
47	47	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	700						
47	47	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	701						
47	47	185	185	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	702						
47	47	556/3	556/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	703						
47	47	557/3	557/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	704						
47	47	186	186	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	705						
47	47	559/3	559/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	706						
47	47	560/3	560/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	707						
47	47	187	187	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	708						
47	47	562/3	562/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	709						
47	47	563/3	563/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	710						
47	47	184	184	4.0	0	0	Chord	4/4	2	1	1		1	1	711						
48	48	565/3	565/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	712						
48	48	566/3	566/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	713						
48	48	568/3	568/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	714						
48	48	569/3	569/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	715						
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	716						
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	717						
48	48	574/3	574/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	718						
48	48	575/3	575/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	719						
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	720						
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	721						
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	722						
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	723						
49	49	577/3	577/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	724						
49	49	578/3	578/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	725						
49	49	580/3	580/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	726						
49	49	581/3	581/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	727						
49	49	583/3	583/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	728						
49	49	584/3	584/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	729						
49	49	586/3	586/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	730						
49	49	587/3	587/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	731						
49	49	192	192	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	732						
49	49	193	193	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	733						
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	734						
49	49	195	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	735						
50	50	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	736						
50	50	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	737						
50	50	197	197	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	738						
50	50	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	739						
50	50	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	740						
50	50	198	198	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	741						
50	50	595/3	595/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	742						
50	50	596/3	596/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	743						
50	50	199	199	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	744						
50	50	598/3	598/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	745						
50	50	599/3	599/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	746						
50	50	196	196	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	747						
50	50	198	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	748						
51	51	200	200	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	749						
51	51	601/3	601/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	750						
51	51	602/3	602/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	751						
51	51	201	201	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	752						
51	51	604/3	604/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	753						
51	51	605/3	605/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	754						
51	51	202	202	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	755						
51	51	607/3	607/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	756						
51	51	608/3	608/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	757						
51	51	203	203	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	758						
51	51	610/3	610/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	759						
51	51	611/3	611/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	760						
51	51	200	200	4.0	0	0	Chord	4/4	2	1	1		1	1	761						
52	52	613/3	613/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	762						
52	52	614/3	614/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	763						
52	52	205	205	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	764						
52	52	616/3	616/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	765						
52	52	617/3	617/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	766						
52	52	206	206	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	767						
52	52	619/3	619/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	768						
52	52	620/3	620/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	769						
52	52	207	207	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	770						
52	52	622/3	622/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	771						
52	52	623/3	623/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	772						
52	52	204	204	4.0	0	0	Chord	4/4	2	1	1		1	1	773						
53	53	208	208	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	774						
53	53	625/3	625/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	775						
53	53	626/3	626/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	776						
53	53	209	209	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	777						
53	53	628/3	628/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	778						
53	53	629/3	629/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	779						
53	53	210	210	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	780						
53	53	631/3	631/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	781						
53	53	632/3	632/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	782						
53	53	211	211	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	783						
53	53	634/3	634/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	784						
53	53	635/3	635/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	785						
53	53	208	208	4.0	0	0	Chord	4/4	2	1	1		1	1	786						
54	54	637/3	637/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	787						
54	54	638/3	638/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	788						
54	54	640/3	640/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	789						
54	54	641/3	641/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	790						
54	54	643/3	643/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	791						
54	54	644/3	644/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	792						
54	54	646/3	646/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	793						
54	54	647/3	647/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	794						
54	54	212	212	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	795						
54	54	213	213	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	796						
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	797						
54	54	215	215	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	798						
55	55	649/3	649/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	799						
55	55	650/3	650/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	800						
55	55	652/3	652/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	801						
55	55	653/3	653/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	802						
55	55	655/3	655/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	803						
55	55	656/3	656/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	804						
55	55	658/3	658/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	805						
55	55	659/3	659/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	806						
55	55	216	216	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	807						
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	808						
55	55	218	218	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	809						
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	810						
56	56	661/3	661/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	811						
56	56	662/3	662/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	812						
56	56	664/3	664/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	813						
56	56	665/3	665/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	814						
56	56	667/3	667/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	815						
56	56	668/3	668/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	816						
56	56	670/3	670/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	817						
56	56	671/3	671/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	818						
56	56	220	220	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	819						
56	56	221	221	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	820						
56	56	222	222	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	821						
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	822						
57	57	673/3	673/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	823						
57	57	674/3	674/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	824						
57	57	676/3	676/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	825						
57	57	677/3	677/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	826						
57	57	679/3	679/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	827						
57	57	680/3	680/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	828						
57	57	682/3	682/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	829						
57	57	683/3	683/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	830						
57	57	224	224	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	831						
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	832						
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	833						
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	834						
58	58	685/3	685/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	835						
