mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur
88	88	703/2	703/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1444						
88	88	1407/4	1407/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1445						
89	89	352	352	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1446						
89	89	1409/4	1409/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1447						
89	89	705/2	705/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1448						
89	89	1411/4	1411/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1449						
89	89	353	353	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1450	ornamentTrill					
89	89	354	354	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1451						
89	89	1417/4	1417/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1452						
89	89	709/2	709/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1453						
89	89	1419/4	1419/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1454						
89	89	355	355	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1455	ornamentTrill					
89	89	352	352	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1456						
89	89	353	353	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1457						
89	89	1413/4	1413/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1458						
89	89	707/2	707/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1459						
89	89	1415/4	1415/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1460						
89	89	354	354	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1461						
89	89	355	355	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1462						
89	89	1421/4	1421/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1463						
89	89	711/2	711/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1464						
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1465						
90	90	356	356	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1466						
90	90	713/2	713/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1467						
90	90	357	357	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	1468						
90	90	359	359	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1469						
90	90	1437/4	1437/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1470						
90	90	719/2	719/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1471						
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1472						
90	90	356	356	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	1473						
90	90	357	357	2.0	1/4	1/4	Chord	4/4	1	2	1/2			1/2	1	1474						
90	90	1425/4	1425/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1475						
90	90	713/2	713/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1476						
90	90	1427/4	1427/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1477						
90	90	357	357	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1478						
90	90	1429/4	1429/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1479						
90	90	715/2	715/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1480						
90	90	1431/4	1431/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1481						
90	90	358	358	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1482						
90	90	1433/4	1433/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1483						
90	90	717/2	717/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1484						
90	90	1435/4	1435/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1485						
90	90	359	359	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1486						
91	91	360	360	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1487						
91	91	721/2	721/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1488						
91	91	361	361	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	1489						
91	91	363	363	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1490						
91	91	1453/4	1453/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1491						
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1492						
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1493						
91	91	360	360	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	1494						
91	91	361	361	2.0	1/4	1/4	Chord	4/4	1	2	1/2			1/2	1	1495						
91	91	1441/4	1441/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1496						
91	91	721/2	721/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1497						
91	91	1443/4	1443/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1498						
91	91	361	361	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1499						
91	91	1445/4	1445/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1500						
91	91	723/2	723/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1501						
91	91	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1502						
91	91	362	362	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1503						
91	91	1449/4	1449/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1504						
91	91	725/2	725/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1505						
91	91	1451/4	1451/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1506						
91	91	363	363	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1507						
92	92	364	364	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1508						
92	92	729/2	729/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1509						
92	92	365	365	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	1510						
92	92	367	367	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1511						
92	92	1469/4	1469/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1512						
92	92	735/2	735/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1513						
92	92	1471/4	1471/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1514						
92	92	364	364	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	1515						
92	92	365	365	2.0	1/4	1/4	Chord	4/4	1	2	1/2			1/2	1	1516						
92	92	1457/4	1457/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1517						
92	92	729/2	729/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1518						
92	92	1459/4	1459/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1519						
92	92	365	365	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1520						
92	92	1461/4	1461/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1521						
92	92	731/2	731/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1522						
92	92	1463/4	1463/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1523						
92	92	366	366	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1524						
92	92	1465/4	1465/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1525						
92	92	733/2	733/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1526						
92	92	1467/4	1467/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1527						
92	92	367	367	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1528						
93	93	368	368	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1529						
93	93	737/2	737/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1530						
93	93	369	369	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	1531						
93	93	371	371	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1532						
93	93	1485/4	1485/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1533						
93	93	743/2	743/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1534						
93	93	1487/4	1487/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1535						
93	93	368	368	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	1536						
93	93	369	369	2.0	1/4	1/4	Chord	4/4	1	2	1/2			1/2	1	1537						
93	93	1473/4	1473/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1538						
93	93	737/2	737/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1539						
93	93	1475/4	1475/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1540						
93	93	369	369	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1541						
93	93	1477/4	1477/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1542						
93	93	739/2	739/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1543						
93	93	1479/4	1479/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1544						
93	93	370	370	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1545						
93	93	1481/4	1481/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1546						
93	93	741/2	741/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1547						
93	93	1483/4	1483/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1548						
93	93	371	371	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1549						
94	94	372	372	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1550						
94	94	374	374	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1551						
94	94	372	372	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1552						
94	94	1489/4	1489/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1553						
94	94	745/2	745/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1554						
94	94	1491/4	1491/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1555						
94	94	373	373	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1556						
94	94	1493/4	1493/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1557						
94	94	747/2	747/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1558						
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1559						
94	94	374	374	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1560						
94	94	1497/4	1497/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1561						
94	94	749/2	749/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1562						
94	94	1499/4	1499/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1563						
94	94	375	375	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1564						
94	94	1501/4	1501/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1565						
94	94	751/2	751/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1566						
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1567						
95	95	376	376	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1568						
95	95	378	378	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1569						
95	95	376	376	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1570						
95	95	1505/4	1505/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1571						
95	95	753/2	753/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1572						
95	95	1507/4	1507/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1573						
95	95	377	377	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1574						
95	95	1509/4	1509/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1575						
95	95	755/2	755/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1576						
95	95	1511/4	1511/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1577						
95	95	378	378	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1578						
95	95	1513/4	1513/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1579						
95	95	757/2	757/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1580						
95	95	1515/4	1515/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1581						
95	95	379	379	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1582						
95	95	1517/4	1517/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1583						
95	95	759/2	759/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1584						
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1585						
96	96	380	380	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1586						
96	96	1521/4	1521/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1587						
96	96	761/2	761/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1588						
96	96	1523/4	1523/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1589						
96	96	381	381	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1590						
96	96	1525/4	1525/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1591						
96	96	763/2	763/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1592						
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1593						
96	96	382	382	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1594						
96	96	1529/4	1529/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1595						
96	96	765/2	765/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1596						
96	96	1531/4	1531/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1597						
96	96	383	383	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1598						
96	96	1533/4	1533/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1599						
96	96	767/2	767/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1600						
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1601						
96	96	380	380	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1602						
96	96	381	381	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1603						
96	96	382	382	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1604						
96	96	383	383	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1605						
97	97	384	384	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1606						
97	97	1537/4	1537/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1607						
97	97	769/2	769/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1608						
97	97	1539/4	1539/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1609						
97	97	385	385	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1610						
97	97	1541/4	1541/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1611						
97	97	771/2	771/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1612						
97	97	1543/4	1543/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1613						
97	97	386	386	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1614						
97	97	1545/4	1545/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1615						
97	97	773/2	773/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1616						
97	97	1547/4	1547/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1617						
97	97	387	387	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1618						
97	97	1549/4	1549/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1619						
97	97	775/2	775/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1620						
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1621						
97	97	384	384	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1622						
97	97	385	385	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1623						
97	97	386	386	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1624						
97	97	387	387	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1625						
98	98	388	388	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1626						
98	98	390	390	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1627	ornamentTrill					
98	98	388	388	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1628						
98	98	777/2	777/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1629						
98	98	389	389	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1630						
98	98	779/2	779/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1631						
98	98	390	390	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1632						
98	98	781/2	781/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1633						
98	98	391	391	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1634						
98	98	783/2	783/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1635						
99	99	392	392	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1636						
99	99	787/2	787/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1637						
99	99	394	394	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1638						
99	99	789/2	789/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1639						
99	99	791/2	791/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1640						
99	99	392	392	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1641						
99	99	1569/4	1569/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1642						
99	99	785/2	785/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1643						
99	99	1571/4	1571/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1644						
99	99	393	393	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1645						
99	99	1573/4	1573/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1646						
99	99	787/2	787/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1647						
99	99	1575/4	1575/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1648						
99	99	394	394	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1649						
99	99	1577/4	1577/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1650						
99	99	789/2	789/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1651						
99	99	1579/4	1579/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1652						
99	99	395	395	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1653						
99	99	1581/4	1581/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1654						
99	99	791/2	791/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1655						
99	99	1583/4	1583/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1656						
100	100	396	396	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1657						
100	100	793/2	793/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1658						
100	100	795/2	795/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1659						
100	100	398	398	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1660						
100	100	797/2	797/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1661						
100	100	799/2	799/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1662						
100	100	396	396	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1663						
100	100	1585/4	1585/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1664						
100	100	793/2	793/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1665						
100	100	1587/4	1587/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1666						
100	100	397	397	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1667						
100	100	1589/4	1589/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1668						
100	100	795/2	795/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1669						
100	100	1591/4	1591/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1670						
100	100	398	398	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1671						
100	100	1593/4	1593/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1672						
100	100	797/2	797/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1673						
100	100	1595/4	1595/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1674						
100	100	399	399	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1675						
100	100	1597/4	1597/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1676						
100	100	799/2	799/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1677						
100	100	1599/4	1599/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1678						
101	101	400	400	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1679						
101	101	1601/4	1601/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1680						
101	101	801/2	801/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1681						
101	101	1603/4	1603/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1682						
101	101	401	401	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1683						
101	101	1605/4	1605/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1684						
101	101	803/2	803/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1685						
101	101	1607/4	1607/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1686						
101	101	402	402	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1687						
101	101	1609/4	1609/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1688						
101	101	805/2	805/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1689						
101	101	1611/4	1611/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1690						
101	101	403	403	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1691						
101	101	1613/4	1613/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1692						
101	101	807/2	807/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1693						
101	101	1615/4	1615/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1694						
101	101	400	400	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1695						
101	101	1601/4	1601/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1696						
101	101	801/2	801/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1697						
101	101	1603/4	1603/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1698						
101	101	401	401	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1699						
101	101	1605/4	1605/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1700						
101	101	803/2	803/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1701						
101	101	1607/4	1607/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1702						
101	101	402	402	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1703						
101	101	1609/4	1609/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1704						
101	101	805/2	805/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1705						
101	101	1611/4	1611/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1706						
101	101	403	403	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1707						
101	101	1613/4	1613/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1708						
101	101	807/2	807/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1709						
101	101	1615/4	1615/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1710						
102	102	404	404	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1711						
102	102	1617/4	1617/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1712						
102	102	809/2	809/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1713						
102	102	1619/4	1619/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1714						
102	102	405	405	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1715						
102	102	811/2	811/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1716						
102	102	406	406	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1717						
102	102	404	404	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1718						
102	102	809/2	809/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1719						
102	102	1619/4	1619/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1720						
102	102	405	405	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1721						
102	102	811/2	811/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1722						
102	102	406	406	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1723						
103	103	408	408	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1724	ornamentTurn					
103	103	1635/4	1635/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1725						
103	103	409	409	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1726						
