mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	0									0
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1									0
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2									
1	1	0	0	0.0	0	0	StaffText	3/4	2	1	0							legati						
1	1	0	0	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3									1
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	4									
1	1	1	1	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5									2
1	1	3/2	3/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	6									
1	1	2	2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	7									3
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	8									
2	2	3	3	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	9									
2	2	5	5	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	10									
2	2	23/4	23/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	11									
2	2	3	3	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	12									4
2	2	7/2	7/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	13									4
2	2	4	4	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	14									4
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	15									4
2	2	5	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	16									4
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	17									
