mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur
70	16	417/2	417/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	827							
70	16	835/4	835/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	828							
70	16	209	209	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	829		ornamentTrill					
70	16	837/4	837/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	830							
70	16	419/2	419/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	831							
70	16	839/4	839/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	832							
70	16	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	833							
70	16	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	834							
70	16	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	835							
71	17	210	210	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	836							
71	17	841/4	841/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	837							
71	17	421/2	421/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	838							
71	17	843/4	843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	839							
71	17	211	211	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	840							
71	17	845/4	845/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	841							
71	17	423/2	423/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	842							
71	17	847/4	847/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	843							
71	17	212	212	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	844							
71	17	849/4	849/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	845							
71	17	425/2	425/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	846							
71	17	851/4	851/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	847							
71	17	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	848							
71	17	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	849							
71	17	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	850							
72	18	213	213	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	851							
72	18	853/4	853/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	852							
72	18	427/2	427/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	853							
72	18	855/4	855/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	854							
72	18	214	214	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	855							
72	18	857/4	857/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	856							
72	18	429/2	429/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	857							
72	18	859/4	859/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	858							
72	18	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	859							
72	18	213	213	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	860							
73	1	216	216	0.0	0	0	StaffText	3/4	1	1	0							<b>Var. 4</b>				
73	1	216	216	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	861							
73	1	433/2	433/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	862							
73	1	435/2	435/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	863							
73	1	437/2	437/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	864							
73	1	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	865							
73	1	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	866							
73	1	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	867							
74	2	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	868							
74	2	439/2	439/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	869							
74	2	441/2	441/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	870							
74	2	443/2	443/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	871							
74	2	219	219	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	872							
74	2	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	873							
74	2	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	874							
75	3	222	222	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	875							
75	3	445/2	445/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	876							
75	3	447/2	447/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	877							
75	3	449/2	449/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	878							
75	3	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	879							
75	3	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	880							
75	3	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	881							
76	4	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	882							
76	4	451/2	451/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	883							
76	4	453/2	453/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	884							
76	4	455/2	455/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	885							
76	4	225	225	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	886							
76	4	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	887							
76	4	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	888							
77	5	228	228	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	889							
77	5	457/2	457/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	890							
77	5	459/2	459/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	891							
77	5	461/2	461/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	892							
77	5	228	228	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	893							
77	5	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	894							
77	5	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	895							
78	6	231	231	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	896							
78	6	463/2	463/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	897							
78	6	465/2	465/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	898							
78	6	467/2	467/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	899							
78	6	231	231	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	900							
78	6	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	901							
78	6	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	902							
79	7	234	234	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	903							
79	7	469/2	469/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	904							
79	7	471/2	471/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	905							
79	7	473/2	473/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	906							
79	7	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	907							
79	7	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	908							
79	7	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	909							
80	8	237	237	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	910							
80	8	949/4	949/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	911							
80	8	475/2	475/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	912							
80	8	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	913							
80	8	238	238	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	914							
80	8	237	237	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	915							
80	8	477/2	477/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	916							
80	8	239	239	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	917							
80	8	479/2	479/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	918							
81	9	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	919							
81	9	481/2	481/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	920							
81	9	483/2	483/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	921							
81	9	485/2	485/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	922							
81	9	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	923							
81	9	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	924							
81	9	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	925							
82	10	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	926							
82	10	487/2	487/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	927							
82	10	489/2	489/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	928							
82	10	491/2	491/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	929							
82	10	243	243	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	930							
82	10	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	931							
82	10	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	932							
83	11	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	933							
83	11	493/2	493/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	934							
83	11	495/2	495/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	935							
83	11	497/2	497/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	936							
83	11	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	937							
83	11	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	938							
83	11	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	939							
84	12	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	940							
84	12	499/2	499/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	941							
84	12	501/2	501/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	942							
84	12	503/2	503/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	943							
84	12	249	249	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	944							
84	12	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	945							
84	12	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	946							
85	13	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	947							
85	13	505/2	505/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	948							
85	13	507/2	507/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	949							
85	13	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	950							
85	13	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	951							
85	13	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	952							
85	13	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	953							
86	14	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	954							
86	14	511/2	511/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	955							
86	14	513/2	513/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	956							
86	14	515/2	515/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	957							
86	14	255	255	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	958							
86	14	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	959							
86	14	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	960							
87	15	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	961							
87	15	517/2	517/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	962							
87	15	519/2	519/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	963							
87	15	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	964							
87	15	258	258	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	965							
87	15	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	966							
87	15	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	967							
88	16	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	968							
88	16	523/2	523/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	969							
88	16	525/2	525/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	970							
88	16	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	971							
88	16	261	261	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	972							
88	16	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	973							
88	16	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	974							
89	17	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	975							
89	17	529/2	529/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	976							
89	17	531/2	531/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	977							
89	17	533/2	533/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	978							
89	17	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	979							
89	17	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	980							
89	17	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	981							
90	18	267	267	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	982							
90	18	1069/4	1069/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	983							
90	18	535/2	535/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	984							
90	18	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	985							
90	18	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	986							
90	18	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	987							
90	18	269	269	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	988							
90	18	1077/4	1077/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	989							
90	18	539/2	539/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	990							
90	18	1079/4	1079/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	991							
91	1	270	270	0.0	0	0	StaffText	3/4	1	1	0							<b>Var. 5</b>				
91	1	270	270	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	992							
91	1	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	993							
91	1	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	994							
91	1	270	270	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	995							
91	1	1081/4	1081/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	996							
91	1	541/2	541/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	997							
91	1	1083/4	1083/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	998							
91	1	271	271	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	999							
91	1	1085/4	1085/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1000							
91	1	543/2	543/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1001							
91	1	1087/4	1087/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1002							
91	1	272	272	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1003							
91	1	1089/4	1089/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1004							
91	1	545/2	545/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1005							
91	1	1091/4	1091/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1006							
92	2	273	273	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1007							
92	2	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1008							
92	2	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1009							
92	2	273	273	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1010							
92	2	1093/4	1093/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1011							
92	2	547/2	547/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1012							
92	2	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1013							
92	2	274	274	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1014							
92	2	1097/4	1097/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1015							
92	2	549/2	549/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1016							
92	2	1099/4	1099/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1017							
92	2	275	275	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1018							
92	2	1101/4	1101/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1019							
92	2	551/2	551/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1020							
92	2	1103/4	1103/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1021							
93	3	276	276	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1022							
93	3	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1023							
93	3	277	277	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1024							
93	3	1111/4	1111/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1025							
93	3	278	278	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1026							
93	3	1115/4	1115/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1027							
93	3	276	276	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1028							
93	3	1105/4	1105/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1029							
93	3	553/2	553/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1030							
93	3	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1031							
93	3	277	277	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1032							
93	3	1109/4	1109/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1033							
93	3	555/2	555/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1034							
93	3	1111/4	1111/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1035							
93	3	278	278	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1036							
93	3	1113/4	1113/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1037							
93	3	557/2	557/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1038							
93	3	1115/4	1115/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1039							
94	4	279	279	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1040		ornamentTrill					
94	4	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1041							
94	4	280	280	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1042							
94	4	279	279	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1043							
94	4	1117/4	1117/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1044							
94	4	559/2	559/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1045							
94	4	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1046							
94	4	280	280	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1047							
94	4	1121/4	1121/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1048							
94	4	561/2	561/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1049							
94	4	1123/4	1123/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1050							
94	4	281	281	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1051							
94	4	1125/4	1125/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1052							
94	4	563/2	563/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1053							
94	4	1127/4	1127/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1054							
95	5	282	282	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1055							
95	5	284	284	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1056							
95	5	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1057							
95	5	282	282	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1058							
95	5	1129/4	1129/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1059							
95	5	565/2	565/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1060							
95	5	1131/4	1131/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1061							
95	5	283	283	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1062							
95	5	1133/4	1133/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1063							
95	5	567/2	567/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1064							
95	5	1135/4	1135/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1065							
95	5	284	284	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1066							
95	5	1137/4	1137/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1067							
95	5	569/2	569/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1068							
95	5	1139/4	1139/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1069							
96	6	285	285	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	1070							
96	6	285	285	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1071		ornamentTrill					
96	6	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1072							
96	6	285	285	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1073							
96	6	1141/4	1141/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1074							
96	6	571/2	571/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1075							
96	6	1143/4	1143/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1076							
96	6	286	286	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1077							
96	6	1145/4	1145/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1078							
96	6	573/2	573/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1079							
96	6	1147/4	1147/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1080							
96	6	287	287	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1081							
96	6	1149/4	1149/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1082							
96	6	575/2	575/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1083							
96	6	1151/4	1151/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1084							
97	7	288	288	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1085							
97	7	1153/4	1153/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	1086							
97	7	289	289	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1087							
97	7	579/2	579/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1088							
97	7	290	290	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1089							
97	7	581/2	581/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1090							
97	7	288	288	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1091							
97	7	1153/4	1153/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1092							
97	7	577/2	577/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1093							
97	7	1155/4	1155/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1094							
97	7	289	289	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1095							
97	7	1157/4	1157/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1096							
97	7	579/2	579/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1097							
97	7	1159/4	1159/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1098							
97	7	290	290	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1099							
97	7	1161/4	1161/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1100							
97	7	581/2	581/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1101							
97	7	1163/4	1163/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1102							
98	8	291	291	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1103		ornamentTrill					
98	8	1167/4	1167/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1104							
98	8	292	292	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1105							
98	8	291	291	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1106							
98	8	1165/4	1165/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1107							
98	8	583/2	583/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1108							
98	8	1167/4	1167/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1109							
98	8	292	292	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1110							
98	8	1169/4	1169/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1111							
98	8	585/2	585/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1112							
98	8	1171/4	1171/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1113							
98	8	293	293	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1114							
98	8	1173/4	1173/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1115							
98	8	587/2	587/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1116							
98	8	1175/4	1175/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1117							
