mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	32								
4	3	9	9	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	33								
4	3	9	9	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	34								
4	3	19/2	19/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	35								
4	3	39/4	39/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	36								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	37								
4	3	11	11	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p							
4	3	11	11	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	38								
4	3	45/4	45/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	39								
4	3	23/2	23/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	40								
4	3	47/4	47/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	41								
4	3	12	12	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	42								
4	3	49/4	49/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	43								
4	3	25/2	25/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	44								
4	3	51/4	51/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	45								
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	46								
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	47								
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	48								
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	49								
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	50								
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	51								
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	52								
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	53								
5	4	13	13	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	54								4
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	55								
5	4	33/2	33/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					f							
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	56								
5	4	13	13	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	57								
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	58								
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	59								
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	60								
5	4	15	15	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	61								5
5	4	31/2	31/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	62								5
5	4	16	16	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	63								5
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	64								
6	5	17	17	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	65								
6	5	17	17	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	66								
6	5	35/2	35/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	67								
6	5	71/4	71/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	68								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	69								
6	5	19	19	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	70								
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	71								
6	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	72								
6	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	73								
6	5	20	20	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	74								
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	75								
6	5	41/2	41/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	76								
6	5	83/4	83/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	77								
6	5	17	17	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	78								
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	79								
6	5	18	18	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	80								
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	81								
6	5	19	19	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	82								
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	83								
6	5	20	20	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	84								
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	85								
7	6	21	21	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	86								
7	6	21	21	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	87								
7	6	43/2	43/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	88								
7	6	87/4	87/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	89								
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	90								
7	6	23	23	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	91								
7	6	23	23	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	92								
7	6	47/2	47/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	93								
7	6	95/4	95/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	94								
7	6	24	24	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	95								
7	6	24	24	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	96								
7	6	49/2	49/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	97								
7	6	99/4	99/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	98								
7	6	21	21	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	99								
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	100								
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	101								
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	102								
7	6	23	23	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	103								
7	6	47/2	47/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	104								
7	6	24	24	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	105								
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	106								
8	7	25	25	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	107								
8	7	51/2	51/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	108								
8	7	53/2	53/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	109								
8	7	107/4	107/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	110								
8	7	27	27	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	111								
8	7	55/2	55/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	112								
8	7	57/2	57/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	113								
8	7	115/4	115/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	114								
8	7	25	25	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	115								
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	116								
8	7	26	26	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	117								
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	118								
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	119								
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	120								
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	121								
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	122								
9	8	29	29	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	123								
9	8	29	29	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	124								
9	8	117/4	117/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	125								
9	8	59/2	59/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	126								
9	8	119/4	119/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	127								
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	128								
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	129								
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	130								
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	131								
9	8	31	31	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	132								
9	8	63/2	63/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	133								
9	8	32	32	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	134								
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	135								
9	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	136								
10	9	33	33	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	137								
10	9	33	33	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	138								
10	9	67/2	67/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	139								
10	9	135/4	135/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	140								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	141								
10	9	35	35	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p							
10	9	35	35	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	142								
10	9	141/4	141/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	143								
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	144								
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	145								
10	9	36	36	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	146								
10	9	145/4	145/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	147								
10	9	73/2	73/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	148								
10	9	147/4	147/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	149								
10	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	150								
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	151								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	152								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	153								
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	154								
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	155								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	156								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	157								
11	10	37	37	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	158								6
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	159		ornamentTrill						
11	10	81/2	81/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					f							
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	160								
11	10	37	37	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	161								
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	162								
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	163								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	164								
11	10	39	39	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	165								7
11	10	79/2	79/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	166								7
11	10	40	40	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	167								7
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	168								
12	11	41	41	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	169								
12	11	41	41	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	170								
12	11	83/2	83/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	171								
12	11	167/4	167/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	172								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	173								
12	11	43	43	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p							
12	11	43	43	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	174								
12	11	173/4	173/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	175								
12	11	87/2	87/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	176								
12	11	175/4	175/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	177								
12	11	44	44	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	178								
12	11	177/4	177/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	179								
12	11	89/2	89/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	180								
12	11	179/4	179/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	181								
12	11	41	41	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	182								
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	183								
12	11	42	42	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	184								
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	185								
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	186								
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	187								
12	11	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	188								
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	189								
13	12	45	45	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	190								8
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	191								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	192								
13	12	97/2	97/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					f							
13	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	193								
13	12	45	45	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	194								
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	195								
13	12	46	46	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	196								
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	197								
13	12	47	47	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	198								9
13	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	199								9
13	12	48	48	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	200								9
13	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	201								
14	13	49	49	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	202								
14	13	99/2	99/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	203								
14	13	199/4	199/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	204								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	205								
14	13	51	51	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	206								
14	13	103/2	103/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	207								
14	13	207/4	207/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	208								
14	13	52	52	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	209								
14	13	105/2	105/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	210								
14	13	211/4	211/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	211								
14	13	49	49	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	212								
14	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	213								
14	13	50	50	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	214								
14	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	215								
14	13	51	51	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	216								
14	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	217								
14	13	52	52	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	218								
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	219								
15	14	53	53	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	220								10
15	14	215/4	215/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	221								
15	14	54	54	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	222								
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	223								
15	14	53	53	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	224								
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	225								
15	14	54	54	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	226								
15	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	227								
15	14	55	55	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	228								
15	14	111/2	111/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	229								
15	14	56	56	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	230								
15	14	113/2	113/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	231								
16	15	57	57	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	232								
16	15	229/4	229/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	233								
16	15	115/2	115/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	234								
16	15	231/4	231/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	235								
16	15	58	58	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	236								
16	15	233/4	233/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	237								
16	15	117/2	117/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	238								
16	15	235/4	235/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	239								
16	15	59	59	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	240								
16	15	237/4	237/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	241								
16	15	119/2	119/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	242								
16	15	239/4	239/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	243								
16	15	60	60	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	244								
16	15	243/4	243/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	245								
16	15	57	57	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	246								
16	15	60	60	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	247								
16	15	60	60	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	248								
17	16	61	61	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	249								
17	16	245/4	245/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	250								
17	16	123/2	123/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	251								
17	16	247/4	247/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	252								
17	16	62	62	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	253								
17	16	61	61	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	254								
17	16	62	62	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	255								
17	16	249/4	249/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	256								
17	16	125/2	125/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	257								
17	16	251/4	251/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	258								
17	16	63	63	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	259								
17	16	253/4	253/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	260								
17	16	127/2	127/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	261								
17	16	255/4	255/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	262								
17	16	64	64	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	263								
17	16	257/4	257/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	264								
17	16	129/2	129/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	265								
17	16	259/4	259/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	266								
18	17	131/2	131/2	0.0	1/8	1/8	Chord	4/4	1	1	0	grace16	1/16	1	267								
18	17	131/2	131/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	268								
18	17	263/4	263/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	269								
18	17	66	66	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	270								
18	17	265/4	265/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	271								
18	17	133/2	133/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	272								
18	17	267/4	267/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	273								
18	17	67	67	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	274								
18	17	269/4	269/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	275								
18	17	135/2	135/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	276								
18	17	271/4	271/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	277								
18	17	68	68	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	278								
18	17	68	68	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	279								
18	17	137/2	137/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	280								
18	17	275/4	275/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	281								
18	17	65	65	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	282								
18	17	68	68	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	283								
18	17	68	68	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	284								
