mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	1/2	Tempo	2/2	1	1	0						𝅗𝅥=60	120.0	𝅗𝅥	60.0	0.0	
1	0	0	0	0.0	0	1/2	Chord	2/2	1	1	0	appoggiatura	1/8	1	0							
1	0	0	0	0.5	0	1/2	Chord	2/2	1	1	1/8		1/8	1	1							
1	0	1/2	1/2	0.5	1/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2							
1	0	1	1	0.5	1/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3							
1	0	3/2	3/2	0.5	3/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4							
1	0	0	0	0.5	0	1/2	Chord	2/2	1	2	1/8		1/8	1	5							
1	0	1/2	1/2	0.5	1/8	5/8	Chord	2/2	1	2	1/8		1/8	1	6							
1	0	1	1	0.5	1/4	3/4	Chord	2/2	1	2	1/8		1/8	1	7							
1	0	3/2	3/2	0.5	3/8	7/8	Chord	2/2	1	2	1/8		1/8	1	8							
1	0	1	1	1.0	1/4	3/4	Chord	2/2	2	1	1/4		1/4	1	9							
2	1	2	2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	10							
2	1	3	3	0.75	1/4	1/4	Chord	2/2	1	1	3/16		1/8	3/2	11	ornamentTrill						
2	1	15/4	15/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32		1/32	1	12							
2	1	31/8	31/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32		1/32	1	13							
2	1	4	4	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	14							
2	1	5	5	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	15							
2	1	21/4	21/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	16							
2	1	11/2	11/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	17							
2	1	2	2	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	18							
2	1	3	3	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	19							
2	1	4	4	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	20							
2	1	5	5	0.25	3/4	3/4	Chord	2/2	1	2	1/16		1/16	1	21							
2	1	21/4	21/4	0.25	13/16	13/16	Chord	2/2	1	2	1/16		1/16	1	22							
2	1	11/2	11/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	23							
2	1	2	2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	24							
2	1	3	3	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	25							
2	1	4	4	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	26							
2	1	5	5	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	27							
3	2	6	6	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	28							
3	2	7	7	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	29							
3	2	8	8	0.0	1/2	1/2	Chord	2/2	1	1	0	appoggiatura	1/8	1	30							
3	2	8	8	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	31							
3	2	17/2	17/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	32							
3	2	9	9	0.0	3/4	3/4	Chord	2/2	1	1	0	appoggiatura	1/8	1	33							
3	2	9	9	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	34							
3	2	19/2	19/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	35							
3	2	6	6	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	36							
3	2	7	7	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	37							
3	2	8	8	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	38							
3	2	17/2	17/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	39							
3	2	9	9	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	40							
3	2	19/2	19/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	41							
3	2	6	6	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	42							
3	2	7	7	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	43							
3	2	9	9	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	44							
4	3	10	10	0.0	0	0	Chord	2/2	1	1	0	appoggiatura	1/8	1	45							
