mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
7	7	31/3	31/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	66						
7	7	9	9	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	67						
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	68						
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	69						
8	8	21/2	21/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	70						
8	8	32/3	32/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	71						
8	8	65/6	65/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	72						
8	8	11	11	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	73						
8	8	67/6	67/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	74						
8	8	34/3	34/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	75						
8	8	23/2	23/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	76						
8	8	35/3	35/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	77						
8	8	71/6	71/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	78						
8	8	21/2	21/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	79						
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	80						
9	9	73/6	73/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	81						
9	9	37/3	37/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	82						
9	9	38/3	38/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	83						
9	9	77/6	77/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	84						
9	9	79/6	79/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	85						
9	9	40/3	40/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	86						
9	9	12	12	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	87						
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	88						
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	89						
10	10	41/3	41/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	90						
10	10	83/6	83/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	91						
10	10	85/6	85/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	92						
10	10	43/3	43/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	93						
10	10	44/3	44/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	94						
10	10	89/6	89/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	95						
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	96						
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	97						
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	98						
11	11	91/6	91/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	99						
11	11	46/3	46/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	100						
11	11	47/3	47/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	101						
11	11	95/6	95/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	102						
11	11	97/6	97/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	103						
11	11	49/3	49/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	104						
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	105						
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	106						
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	107						
12	12	50/3	50/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	108						
12	12	101/6	101/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	109						
12	12	103/6	103/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	110						
12	12	52/3	52/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	111						
12	12	53/3	53/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	112						
12	12	107/6	107/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	113						
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	114						
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	115						
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	116						
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	117						
13	13	37/2	37/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	118						
13	13	56/3	56/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	119						
13	13	113/6	113/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	120						
13	13	19	19	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	121						
13	13	115/6	115/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	122						
13	13	58/3	58/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	123						
13	13	18	18	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	124						
13	13	109/6	109/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	125						
13	13	55/3	55/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	126						
13	13	37/2	37/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	127						
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	128						
14	14	20	20	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	129						
14	14	121/6	121/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	130						
14	14	61/3	61/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	131						
14	14	41/2	41/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	132						
14	14	62/3	62/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	133						
14	14	125/6	125/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	134						
14	14	39/2	39/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	135						
14	14	59/3	59/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	136						
14	14	119/6	119/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	137						
14	14	20	20	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	138						
15	15	21	21	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	139						
15	15	127/6	127/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	140						
15	15	64/3	64/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	141						
15	15	43/2	43/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	142						
15	15	65/3	65/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	143						
15	15	131/6	131/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	144						
15	15	22	22	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	145						
15	15	133/6	133/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	146						
15	15	67/3	67/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	147						
15	15	21	21	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	148						
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	149						
15	15	22	22	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	150						
16	16	45/2	45/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	151						
16	16	68/3	68/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	152						
16	16	137/6	137/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	153						
16	16	23	23	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	154						
16	16	139/6	139/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	155						
16	16	70/3	70/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	156						
16	16	47/2	47/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	157						
16	16	71/3	71/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	158						
16	16	143/6	143/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	159						
16	16	45/2	45/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	160						
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	161						
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	162						
17	17	49/2	49/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	163						
17	17	74/3	74/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	164						
17	17	149/6	149/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	165						
17	17	25	25	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	166						
17	17	151/6	151/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	167						
17	17	76/3	76/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	168						
17	17	24	24	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	169						
17	17	145/6	145/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	170						
17	17	73/3	73/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	171						
17	17	49/2	49/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	172						
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	173						
18	18	26	26	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	174						
18	18	157/6	157/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	175						
18	18	79/3	79/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	176						
18	18	53/2	53/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	177						
18	18	80/3	80/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	178						
18	18	161/6	161/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	179						
18	18	51/2	51/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	180						
18	18	77/3	77/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	181						
18	18	155/6	155/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	182						
18	18	26	26	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	183						
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	184						
19	19	55/2	55/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	185						
19	19	83/3	83/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	186						
19	19	167/6	167/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	187						
19	19	28	28	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	188						
19	19	169/6	169/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	189						
19	19	85/3	85/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	190						
19	19	27	27	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	191						
19	19	163/6	163/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	192						
19	19	82/3	82/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	193						
19	19	55/2	55/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	194						
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	195						
20	20	29	29	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	196						
20	20	175/6	175/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	197						
20	20	88/3	88/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	198						
20	20	59/2	59/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	199						
20	20	89/3	89/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	200						
20	20	179/6	179/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	201						
20	20	57/2	57/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	202						
20	20	86/3	86/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	203						
20	20	173/6	173/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	204						
20	20	29	29	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	205						
21	21	30	30	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	206						
21	21	181/6	181/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	207						
21	21	91/3	91/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	208						
21	21	61/2	61/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	209						
21	21	92/3	92/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	210						
21	21	185/6	185/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	211						
21	21	31	31	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	212						
21	21	187/6	187/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	213						
21	21	94/3	94/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	214						
21	21	30	30	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	215						
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	216						
21	21	31	31	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	217						
22	22	63/2	63/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	218						
22	22	95/3	95/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	219						
22	22	191/6	191/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	220						
22	22	32	32	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	221						
22	22	193/6	193/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	222						
22	22	97/3	97/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	223						
22	22	65/2	65/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	224						
22	22	98/3	98/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	225						
22	22	197/6	197/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	226						
22	22	63/2	63/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	227						
22	22	32	32	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	228						
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	229						
23	23	33	33	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	230						
23	23	199/6	199/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	231						
23	23	100/3	100/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	232						
23	23	67/2	67/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	233						
23	23	101/3	101/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	234						
23	23	203/6	203/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	235						
23	23	34	34	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	236						
23	23	205/6	205/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	237						
23	23	103/3	103/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	238						
23	23	33	33	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	239						
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	240						
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	241						
24	24	69/2	69/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	242						
24	24	104/3	104/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	243						
24	24	209/6	209/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	244						
24	24	35	35	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	245						
24	24	211/6	211/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	246						
24	24	106/3	106/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	247						
24	24	71/2	71/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	248						
24	24	107/3	107/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	249						
24	24	215/6	215/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	250						
24	24	69/2	69/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	251						
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	252						
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	253						
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	254						
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	255						
25	25	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	256						
25	25	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	257						
25	25	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	258						
