mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	204					
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	205					
22	22	63	63	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	206					
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	207					
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	208					
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	209					
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	210					
22	22	63	63	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	211					
22	22	63	63	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	212					
23	23	66	66	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	213					
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	214					
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	215					
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	216					
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	217					
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	218					
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	219					
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	220					
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	221					
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	222					
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	223					
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	224					
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	225					
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	226	ornamentTrill				
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	227					
24	24	69	69	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	228					
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	229					
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	230					
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	231					
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	232					
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	233					
25	25	72	72	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	234					
25	25	147/2	147/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	235					
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	236					
25	25	74	74	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	237					
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	238					
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	239					
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	240					
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	241					
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	242					
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	243					
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	244					
26	26	75	75	0.0	0	0	Chord	3/4	1	1	0	grace4	1/4	1	245					
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	246	ornamentTrill				
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	247					
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	248					
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	249					
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	250					
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	251					
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	252					
26	26	75	75	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	253					
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	254					
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	255					
27	27	78	78	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	256					
27	27	78	78	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	257					
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	258					
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	259					
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	260					
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	261					
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	262					
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	263					
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	264					
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	265					
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	266					
28	28	81	81	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	267					
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	268					
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	269					
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	270					
