mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0						Minuetto	110.0	1.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	0					
1	1	1	1	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1	ornamentTrill				
1	1	5/2	5/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2					
1	1	11/4	11/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	3					
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	4					
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5					
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	6					
2	2	3	3	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	7					
2	2	4	4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	8					
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	9					
2	2	5	5	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	10					
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	11					
2	2	3	3	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	12					
2	2	4	4	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	13					
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	14					
2	2	5	5	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	15					
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	16					
2	2	3	3	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	17					
2	2	3	3	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	18					
3	3	6	6	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	19					
3	3	6	6	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	20					
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	21					
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	22					
3	3	8	8	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	23					
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	24					
3	3	6	6	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	25					
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	26					
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	27					
3	3	8	8	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	28					
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	29					
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	30					
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	31					
4	4	10	10	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	32	ornamentTrill				
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	33					
4	4	9	9	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	34					
4	4	10	10	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	35					
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	36					
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	37					
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	38					
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	39					
5	5	12	12	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	40					
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	41					
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	42					
5	5	14	14	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	43					
5	5	57/4	57/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	44					
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	45					
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	46					
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	47					
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	48					
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	49					
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	50					
6	6	15	15	0.0	0	0	Chord	3/4	1	1	0	grace4	1/4	1	51					
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	52	ornamentTrill				
6	6	17	17	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	53					
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	54					
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	55					
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	56					
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	57					
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	58					
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	59					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	60					
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	61					
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	62					
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	63					
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	64					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	65					
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	66					
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	67					
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	68					
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	69					
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	70	ornamentTrill				
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	71					
8	8	21	21	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	72					
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	73					
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	74					
8	8	22	22	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	75					
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	76					
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	77					
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	78					
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	79					
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	80					
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	81					0
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	82					
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	83	articStaccatissimoAbove				
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	84					1
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	85					
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	86					
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	87					
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	88					
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	89					
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	90					
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	91					2
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	92					
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	93	articStaccatissimoBelow				
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	94					3
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	95					
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	96					
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	97					
11	11	30	30	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	98					
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	99					
11	11	31	31	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	100					
11	11	31	31	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	101					
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	102					
11	11	32	32	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	103					
11	11	32	32	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	104					
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	105					
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	106					
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	107					
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	108					
11	11	30	30	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	109					
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	110					
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	111					
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	112					
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	113					
12	12	33	33	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	114					
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	115					
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	116					
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	117					
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	118					
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	119					
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	120	articStaccatissimoAbove				
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	121	articStaccatissimoAbove				
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	122	articStaccatissimoAbove				
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	123	articStaccatissimoAbove				
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	124	articStaccatissimoAbove				
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	125	articStaccatissimoAbove				
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	126					
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	127					
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	128					
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	129					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	130					
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	131					
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	132					
14	14	39	39	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	133					
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	134					
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	135					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	136					
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	137					
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	138					
15	15	42	42	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	139					
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	140					
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	141					
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	142					
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	143					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	144	ornamentTrill				
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	145					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	146					
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	147					
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	148					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	149					
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	150					
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	151					
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	152					
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	153					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	154	ornamentTrill				
17	17	48	48	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	155					
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	156					
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	157					
17	17	50	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	158					
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	159					
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	160					
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	161					
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	162					
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	163					
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	164					
17	17	48	48	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	165					
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	166					
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	167					
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	168					4
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	169					
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	170	articStaccatoAbove				
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	171	articStaccatoAbove				
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	172	articStaccatoAbove				
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	173	articStaccatoAbove				
18	18	51	51	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	174					
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	175					
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	176					
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	177					5
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	178					
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	179					
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	180					
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	181					
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	182					
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	183					
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	184					
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	185					
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	186					
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	187					
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	188					
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	189	ornamentTrill				
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	190					
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	191	ornamentTrill				
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	192					
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	193					
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	194					
21	21	61	61	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	195	ornamentTrill				
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	196					
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	197					
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	198					
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	199					
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	200					
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	201					
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	202					
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	203					
