mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1	Eb.I{		Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/8	1/8	3/8	2	1	ii(^4)		Eb	I		ii(^4)	ii			^4				m	0	0	2, -1, 1		2	2
1	1	1/4	1/4	3/8	2	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	0	0	3/8	2	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/8	1/8	3/8	2	1	ii(^4)		Eb	I		ii(^4)	ii			^4				m	0	0	2, -1, 1		2	2
2	2	1/4	1/4	3/8	2	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	0	0	3/8	2	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/8	1/8	3/8	2	1	viio6/V		Eb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
3	3	1/4	1/4	3/8	2	1	V7/V		Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	0	0	3/8	2	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
5	5	0	0	3/8	2	1	IV(#2)		Eb	I		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
5	5	1/8	1/8	3/8	2	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
5	5	1/4	1/4	3/8	2	1	vii%43		Eb	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
6	6	0	0	3/8	2	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	1/8	1/8	3/8	2	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
