mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
22	22	0	0.0	3/4	2	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
22	22	1/2	0.5	3/4	2	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
23	23	0	0.0	3/4	2	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
23	23	1/2	0.5	3/4	2	1		#viio7/ii	c	III		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
24	24	0	0.0	3/4	2	1		ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
24	24	1/4	0.25	3/4	2	1		V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
24	24	1/2	0.5	3/4	2	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	25	0	0.0	3/4	2	1		iv6|DC	c	III		iv6		iv		6			DC		m	1	0	-4, 0, -1		-1	-4
25	25	1/2	0.5	3/4	2	1		V43/iv	c	III		V43/iv		V		43		iv			Mm7	1	0	1, -2, 0, 4		0	1
26	26	0	0.0	3/4	2	1		iv(11)	c	III		iv(11)		iv			11				m	1	0	-1, -4, 0	5	-1	-1
26	26	1/4	0.25	3/4	2	1		iv	c	III		iv		iv							m	1	0	-1, -4, 0		-1	-1
26	26	1/2	0.5	3/4	2	1		bVI64	c	III		bVI64		bVI		64					M	1	0	-3, -4, 0		-4	-3
26	26	5/8	0.625	3/4	2	1		It6/V	c	III		It6/V	It	vii	o	6	b3	V/V			It	1	0	-3, 1, 7		7	-3
27	27	0	0.0	3/4	2	1		V/V	c	III		V/V		V				V			M	1	0	2, 6, 3		2	2
27	27	1/4	0.25	3/4	2	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
28	28	0	0.0	3/4	2	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
28	28	1/8	0.125	3/4	2	1		ii65	c	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
28	28	1/4	0.25	3/4	2	1		V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
28	28	1/2	0.5	3/4	2	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
29	29	0	0.0	3/4	2	1		I|PAC}	c	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
30	30	0	0.0	3/4	2	1		{	c	III										{		1	0				
31	31	0	0.0	3/4	2	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	31	1/4	0.25	3/4	2	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
32	32	0	0.0	3/4	2	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
32	32	1/4	0.25	3/4	2	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
33	33	0	0.0	3/4	2	1		V7}	c	III		V7		V		7				}	Mm7	1	0	1, 5, 2, -1		1	1
33	33	1/4	0.25	3/4	2	1		I|PAC	c	III		I		I					PAC		M	1	0	0, 4, 1		0	0
33	33	9/16	0.5625	3/4	2	1		{	c	III										{		1	0				
34	34	0	0.0	3/4	2	1		iv.V(4)	c	iv		V(4)		V			4				M	1	1	1, 0, 2		1	1
34	34	1/4	0.25	3/4	2	1		V	c	iv		V		V							M	1	1	1, 5, 2		1	1
34	34	3/8	0.375	3/4	2	1		V(94)	c	iv		V(94)		V			94				M	1	1	1, 0, 2	-4	1	1
34	34	1/2	0.5	3/4	2	1		V(9)	c	iv		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
34	34	5/8	0.625	3/4	2	1		V	c	iv		V		V							M	1	1	1, 5, 2		1	1
35	35	0	0.0	3/4	2	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
36	36	0	0.0	3/4	2	1		iv64	c	iv		iv64		iv		64					m	1	1	0, -1, -4		-1	0
37	37	0	0.0	3/4	2	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
37	37	1/2	0.5	3/4	2	1		i6	c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
38	38	0	0.0	3/4	2	1		iv	c	iv		iv		iv							m	1	1	-1, -4, 0		-1	-1
38	38	1/8	0.125	3/4	2	1		iio65	c	iv		iio65		ii	o	65					o7	1	1	-1, -4, -7, 2		2	-1
38	38	1/4	0.25	3/4	2	1		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
38	38	1/2	0.5	3/4	2	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
39	39	0	0.0	3/4	2	1		i|PAC}	c	iv		i		i					PAC	}	m	1	1	0, -3, 1		0	0
39	39	5/8	0.625	3/4	2	1		{	c	iv										{		1	1				
40	40	0	0.0	3/4	2	1		V65(2)/III	c	iv		V65(2)/III		V		65	2	III			Mm7	1	1	2, -1, -4, 0		-2	2
40	40	1/8	0.125	3/4	2	1		V65/III	c	iv		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
41	41	0	0.0	3/4	2	1		III(119)	c	iv		III(119)		III			119				M	1	1	-3, 1, -2	-4, -1	-3	-3
41	41	5/8	0.625	3/4	2	1		i6/v	c	iv		i6/v		i		6		v			m	1	1	-2, 2, 1		1	-2
42	42	0	0.0	3/4	2	1		#viio65/v	c	iv		#viio65/v		#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
42	42	1/4	0.25	3/4	2	1		V6(2)/v	c	iv		V6(2)/v		V		6	2	v			M	1	1	6, 3, -3		2	6
42	42	3/8	0.375	3/4	2	1		V6/v	c	iv		V6/v		V		6		v			M	1	1	6, 3, 2		2	6
42	42	1/2	0.5	3/4	2	1		i/v	c	iv		i/v		i				v			m	1	1	1, -2, 2		1	1
42	42	5/8	0.625	3/4	2	1		It6/v	c	iv		It6/v	It	vii	o	6	b3	V/v			It	1	1	-3, 1, 7		7	-3
43	43	0	0.0	3/4	2	1		i.V[V|HC}{	c	i	V	V		V					HC	}{	M	1	1	1, 5, 2		1	1
44	44	0	0.0	3/4	2	1		V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	44	1/2	0.5	3/4	2	1		i	c	i	V	i		i							m	1	1	0, -3, 1		0	0
45	45	0	0.0	3/4	2	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
46	46	0	0.0	3/4	2	1		V7]	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
46	46	1/2	0.5	3/4	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
47	47	0	0.0	3/4	2	1		V|HC}	c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
48	48	0	0.0	3/4	2	1		i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
48	48	1/2	0.5	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	49	0	0.0	3/4	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
49	49	1/2	0.5	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
50	50	0	0.0	3/4	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
50	50	1/2	0.5	3/4	2	1		#viio7/iv	c	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
51	51	0	0.0	3/4	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
51	51	1/8	0.125	3/4	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
51	51	1/4	0.25	3/4	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
51	51	1/2	0.5	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
52	52	0	0.0	3/4	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
52	52	1/2	0.5	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	53	0	0.0	3/4	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
53	53	1/2	0.5	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
54	54	0	0.0	3/4	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
54	54	1/2	0.5	3/4	2	1		#viio7/iv	c	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
55	55	0	0.0	3/4	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
55	55	1/8	0.125	3/4	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
55	55	1/4	0.25	3/4	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
55	55	1/2	0.5	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
56	56	0	0.0	3/4	2	1		iv6|DC	c	i		iv6		iv		6			DC		m	1	1	-4, 0, -1		-1	-4
56	56	1/2	0.5	3/4	2	1		V43/iv	c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
57	57	0	0.0	3/4	2	1		iv(11)	c	i		iv(11)		iv			11				m	1	1	-1, -4, 0	-2	-1	-1
57	57	1/4	0.25	3/4	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
57	57	1/2	0.5	3/4	2	1		VI64	c	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
57	57	5/8	0.625	3/4	2	1		It6/V	c	i		It6/V	It	vii	o	6	b3	V/V			It	1	1	-3, 1, 7		7	-3
58	58	0	0.0	3/4	2	1		V/V	c	i		V/V		V				V			M	1	1	2, 6, 3		2	2
58	58	1/4	0.25	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
59	59	0	0.0	3/4	2	1		i}{	c	i		i		i						}{	m	1	1	0, -3, 1		0	0
60	60	0	0.0	3/4	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
60	60	1/2	0.5	3/4	2	1		i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
60	60	5/8	0.625	3/4	2	1		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
61	61	0	0.0	3/4	2	1		V(64)}	c	i		V(64)		V			64			}	M	1	1	1, 0, -3		1	1
61	61	1/2	0.5	3/4	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
62	62	0	0.0	3/4	2	1		i|PAC}	c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
