mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	7.0	0	0	3/4	2	1	Bb.I{		Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	7	7	1.0	1/4	1/4	3/4	2	1	IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	8	8	1.0	1/2	1/2	3/4	2	1	vii%7/V		Bb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
4	4	9	9	1.0	0	0	3/4	2	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
4	4	10	10	2.0	1/4	1/4	3/4	2	1	I|PAC}		Bb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
5	5	12	12	1.0	0	0	3/4	2	1	V{		Bb	I		V	V						{	M	0	0	1, 5, 2		1	1
5	5	13	13	1.0	1/4	1/4	3/4	2	1	viio64		Bb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
5	5	14	14	1.0	1/2	1/2	3/4	2	1	I6		Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	15	15	1.0	0	0	3/4	2	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
6	6	16	16	1.0	1/4	1/4	3/4	2	1	viio		Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
6	6	17	17	1.0	1/2	1/2	3/4	2	1	I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
7	7	18	18	2.0	0	0	3/4	2	1	IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	20	20	1.0	1/2	1/2	3/4	2	1	vii%7/V		Bb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
8	8	21	21	1.0	0	0	3/4	2	1	V(64)		Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	22	22	1.0	1/4	1/4	3/4	2	1	V6|HC}		Bb	I		V6	V		6			HC	}	M	0	0	5, 2, 1		1	5
8	8	23	23	1.0	1/2	1/2	3/4	2	1	V.I64	V	Bb	V		I64	I		64					M	0	0	1, 0, 4		0	1
9	9	24	24	2.0	0	0	3/4	2	1	I{		Bb	V		I	I						{	M	0	0	0, 4, 1		0	0
9	9	26	26	3.0	1/2	1/2	3/4	2	1	ii	viio6	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
10	10	29	29	1.0	1/2	1/2	3/4	2	1	I6		Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	30	30	2.0	0	0	3/4	2	1	I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
11	11	32	32	3.0	1/2	1/2	3/4	2	1	ii	viio6	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
12	12	35	35	1.0	1/2	1/2	3/4	2	1	I6}		Bb	V		I6	I		6				}	M	0	0	4, 1, 0		0	4
13	13	36	36	1.0	0	0	3/4	2	1	I{		Bb	V		I	I						{	M	0	0	0, 4, 1		0	0
13	13	37	37	1.0	1/4	1/4	3/4	2	1	V(64)		Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	38	38	1.0	1/2	1/2	3/4	2	1	V7		Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	39	39	1.0	0	0	3/4	2	1	I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
14	14	40	40	1.0	1/4	1/4	3/4	2	1	I6		Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	41	41	1.0	1/2	1/2	3/4	2	1	V		Bb	V		V	V							M	0	0	1, 5, 2		1	1
15	15	42	42	1.0	0	0	3/4	2	1	I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
15	15	43	43	1.0	1/4	1/4	3/4	2	1	I6		Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
