mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	3/4	2	1	D.I{	D	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	1.0	1/4	1/4	3/4	2	1	V6	D	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	2	1.0	1/2	1/2	3/4	2	1	V	D	I		V	V							M	0	0	1, 5, 2		1	1
2	2	3	2.0	0	0	3/4	2	1	I[I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
2	2	5	1.0	1/2	1/2	3/4	2	1	V]	D	I	I	V	V							M	0	0	1, 5, 2		1	1
3	3	6	2.0	0	0	3/4	2	1	IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	8	1.0	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
4	4	9	1.0	0	0	3/4	2	1	ii(94)	D	I		ii(94)	ii			94				m	0	0	2, 1, 3	4	2	2
4	4	10	1.0	1/4	1/4	3/4	2	1	V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	11	1.0	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
5	5	12	2.0	0	0	3/4	2	1	IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	14	1.0	1/2	1/2	3/4	2	1	ii6	D	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	15	1.0	0	0	3/4	2	1	V	D	I		V	V							M	0	0	1, 5, 2		1	1
6	6	16	1.0	1/4	1/4	3/4	2	1	V2	D	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
6	6	17	2.0	1/2	1/2	3/4	2	1	I6	D	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	19	1.0	1/4	1/4	3/4	2	1	IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	20	1.0	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
8	8	21	1.0	0	0	3/4	2	1	V(64)	D	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	22	2.0	1/4	1/4	3/4	2	1	V|HC}	D	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
9	9	24	2.0	0	0	3/4	2	1	I{	D	I		I	I						{	M	0	0	0, 4, 1		0	0
9	9	26	2.0	1/2	1/2	3/4	2	1	vi	D	I		vi	vi							m	0	0	3, 0, 4		3	3
10	10	28	1.0	1/4	1/4	3/4	2	1	viio/V	D	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
10	10	29	1.0	1/2	1/2	3/4	2	1	V/V	D	I		V/V	V				V			M	0	0	2, 6, 3		2	2
11	11	30	1.0	0	0	3/4	2	1	V6	D	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	11	31	1.0	1/4	1/4	3/4	2	1	IV/V	D	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
11	11	32	1.0	1/2	1/2	3/4	2	1	V6/ii	D	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
12	12	33	1.0	0	0	3/4	2	1	V(4)/V	D	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
12	12	34	2.0	1/4	1/4	3/4	2	1	V/V|HC}	D	I		V/V	V				V	HC	}	M	0	0	2, 6, 3		2	2
13	13	36	6.0	0	0	3/4	2	1	I/V{	D	I		I/V	I				V		{	M	0	0	1, 5, 2		1	1
15	15	42	1.0	0	0	3/4	2	1	IV/V	D	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
15	15	43	1.0	1/4	1/4	3/4	2	1	V(64)/V	D	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
15	15	44	1.0	1/2	1/2	3/4	2	1	V/V	D	I		V/V	V				V			M	0	0	2, 6, 3		2	2
16	16	45	2.0	0	0	3/4	2	1	I/V|PAC}	D	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
16	16	47	1.0	1/2	1/2	3/4	2	1	V2	D	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	48	3.0	0	0	3/4	2	1	I6{	D	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
18	18	51	2.0	0	0	3/4	2	1	IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	53	1.0	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
19	19	54	1.0	0	0	3/4	2	1	V43	D	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	19	55	1.0	1/4	1/4	3/4	2	1	V65	D	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
19	19	56	1.0	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
20	20	57	3.0	0	0	3/4	2	1	V|HC}	D	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
21	21	60	1.0	0	0	3/4	2	1	I{	D	I		I	I						{	M	0	0	0, 4, 1		0	0
21	21	61	1.0	1/4	1/4	3/4	2	1	V6	D	I		V6	V		6					M	0	0	5, 2, 1		1	5
21	21	62	1.0	1/2	1/2	3/4	2	1	V	D	I		V	V							M	0	0	1, 5, 2		1	1
