mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	22	0	0	12/8	2	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
23	22	3/8	3/8	12/8	2	1		V65/IV	c	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
23	22	3/4	3/4	12/8	2	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
23	22	9/8	9/8	12/8	2	1		vii%7/V	c	III		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
24	23	0	0	12/8	2	1		V[V|HC}	c	III	V	V		V					HC	}	M	1	0	1, 5, 2		1	1
24	23	3/8	3/8	12/8	2	1		I	c	III	V	I		I							M	1	0	0, 4, 1		0	0
24	23	3/4	3/4	12/8	2	1		ii6	c	III	V	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
24	23	9/8	9/8	12/8	2	1		I6	c	III	V	I6		I		6					M	1	0	4, 1, 0		0	4
25	24	0	0	12/8	2	1		viio6	c	III	V	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
25	24	3/8	3/8	12/8	2	1		vi6	c	III	V	vi6		vi		6					m	1	0	0, 4, 3		3	0
25	24	3/4	3/4	12/8	2	1		V6	c	III	V	V6		V		6					M	1	0	5, 2, 1		1	5
25	24	9/8	9/8	12/8	2	1		viio6/V	c	III	V	viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
26	25	0	0	12/8	2	1		V	c	III	V	V		V							M	1	0	1, 5, 2		1	1
26	25	3/8	3/8	12/8	2	1		I	c	III	V	I		I							M	1	0	0, 4, 1		0	0
26	25	3/4	3/4	12/8	2	1		ii6	c	III	V	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
26	25	9/8	9/8	12/8	2	1		I6	c	III	V	I6		I		6					M	1	0	4, 1, 0		0	4
27	26	0	0	12/8	2	1		viio6	c	III	V	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
27	26	3/8	3/8	12/8	2	1		vi6	c	III	V	vi6		vi		6					m	1	0	0, 4, 3		3	0
27	26	3/4	3/4	12/8	2	1		V6	c	III	V	V6		V		6					M	1	0	5, 2, 1		1	5
27	26	9/8	9/8	12/8	2	1		viio6/V	c	III	V	viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
28	27	0	0	12/8	2	1		V]{	c	III	V	V		V						{	M	1	0	1, 5, 2		1	1
29	28	0	0	12/8	2	1		V65/V	c	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
30	29	0	0	12/8	2	1		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
30	29	3/4	3/4	12/8	2	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
31	30	0	0	12/8	2	1		V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
31	30	3/4	3/4	12/8	2	1		I}	c	III		I		I						}	M	1	0	0, 4, 1		0	0
32	31	0	0	12/8	2	1		IV{	c	III		IV		IV						{	M	1	0	-1, 3, 0		-1	-1
32	31	3/4	3/4	12/8	2	1		viio64	c	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
33	32	0	0	12/8	2	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
34	33	0	0	12/8	2	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
34	33	3/4	3/4	12/8	2	1		viio64	c	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
35	34	0	0	12/8	2	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
35	34	3/4	3/4	12/8	2	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
36	35	0	0	12/8	2	1		V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
36	35	3/4	3/4	12/8	2	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
37	36	0	0	12/8	2	1		I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
37	36	3/4	3/4	12/8	2	1		V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
38	37	0	0	12/8	2	1		vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
38	37	3/4	3/4	12/8	2	1		iii6	c	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
39	38	0	0	12/8	2	1		viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
40	39	0	0	12/8	2	1		V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
40	39	3/4	3/4	12/8	2	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
41	40	0	0	12/8	2	1		I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
41	40	3/4	3/4	12/8	2	1		V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
42	41	0	0	12/8	2	1		vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
42	41	3/4	3/4	12/8	2	1		iii6	c	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
43	42	0	0	12/8	2	1		viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
44	43	0	0	12/8	2	1		V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
44	43	3/4	3/4	12/8	2	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
45	44	0	0	12/8	2	1		I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
45	44	3/8	3/8	12/8	2	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
45	44	3/4	3/4	12/8	2	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
45	44	9/8	9/8	12/8	2	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
46	45	0	0	12/8	2	1		vi|DC	c	III		vi		vi					DC		m	1	0	3, 0, 4		3	3
46	45	3/8	3/8	12/8	2	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
46	45	3/4	3/4	12/8	2	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
46	45	9/8	9/8	12/8	2	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
47	46	0	0	12/8	2	1		vi|DC	c	III		vi		vi					DC		m	1	0	3, 0, 4		3	3
47	46	3/8	3/8	12/8	2	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
47	46	3/4	3/4	12/8	2	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
47	46	9/8	9/8	12/8	2	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
48	47	0	0	12/8	2	1		I(^74)}	c	III		I(^74)		I			^74			}	M	1	0	0, -1, 1	5	0	0
48	47	3/4	3/4	12/8	2	1		I|PAC	c	III		I		I					PAC		M	1	0	0, 4, 1		0	0
50	48	0	0	12/8	2	1		I{	c	III		I		I						{	M	1	0	0, 4, 1		0	0
51	49	0	0	12/8	2	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
52	50	0	0	12/8	2	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
52	50	3/4	3/4	12/8	2	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
52	50	9/8	9/8	12/8	2	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
53	51	0	0	12/8	2	1		I[I|PAC}	c	III	I	I		I					PAC	}	M	1	0	0, 4, 1		0	0
53	51	9/8	9/8	12/8	2	1		{	c	III	I									{		1	0				
54	52	0	0	12/8	2	1		IV	c	III	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
54	52	3/4	3/4	12/8	2	1		V7	c	III	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
55	53	0	0	12/8	2	1		I	c	III	I	I		I							M	1	0	0, 4, 1		0	0
56	54	0	0	12/8	2	1		IV	c	III	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
56	54	3/4	3/4	12/8	2	1		V7	c	III	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
57	55	0	0	12/8	2	1		I]}	c	III	I	I		I						}	M	1	0	0, 4, 1		0	0
57	55	9/8	9/8	12/8	2	1		{	c	III										{		1	0				
58	56	0	0	12/8	2	1		V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
58	56	3/8	3/8	12/8	2	1		v6	c	III		v6		v		6					m	1	0	-2, 2, 1		1	-2
58	56	3/4	3/4	12/8	2	1		V7/ii	c	III		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
59	57	0	0	12/8	2	1		i/ii}	c	III		i/ii		i				ii		}	m	1	0	2, -1, 3		2	2
59	57	9/8	9/8	12/8	2	1		{	c	III										{		1	0				
60	58	0	0	12/8	2	1		V6/ii	c	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
60	58	3/8	3/8	12/8	2	1		v/ii	c	III		v/ii		v				ii			m	1	0	3, 0, 4		3	3
60	58	3/4	3/4	12/8	2	1		V7/iii	c	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
61	59	0	0	12/8	2	1		i/iii	c	III		i/iii		i				iii			m	1	0	4, 1, 5		4	4
61	59	3/4	3/4	12/8	2	1		}	c	III										}		1	0				
61	59	9/8	9/8	12/8	2	1		v.i{	c	v		i		i						{	m	1	1	0, -3, 1		0	0
62	60	0	0	12/8	2	1		V6	c	v		V6		V		6					M	1	1	5, 2, 1		1	5
62	60	3/8	3/8	12/8	2	1		v6	c	v		v6		v		6					m	1	1	-2, 2, 1		1	-2
62	60	3/4	3/4	12/8	2	1		IV6	c	v		IV6		IV		6					M	1	1	3, 0, -1		-1	3
62	60	9/8	9/8	12/8	2	1		It6	c	v		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
63	61	0	0	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
63	61	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
64	62	3/4	3/4	12/8	2	1		i6	c	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
65	63	0	0	12/8	2	1		V65	c	v		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
65	63	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
66	64	0	0	12/8	2	1		V|HC}	c	v		V		V					HC	}	M	1	1	1, 5, 2		1	1
67	65	0	0	12/8	2	1		i{	c	v		i		i						{	m	1	1	0, -3, 1		0	0
69	67	0	0	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	69	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
71	69	3/4	3/4	12/8	2	1		V2/iv	c	v		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
72	70	0	0	12/8	2	1		i6/iv	c	v		i6/iv		i		6		iv			m	1	1	-4, 0, -1		-1	-4
72	70	9/8	9/8	12/8	2	1		V7/iv	c	v		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
73	71	0	0	12/8	2	1		i.i	c	i		i		i							m	1	1	0, -3, 1		0	0
73	71	3/4	3/4	12/8	2	1		V2/iv	c	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
74	72	0	0	12/8	2	1		i6/iv	c	i		i6/iv		i		6		iv			m	1	1	-4, 0, -1		-1	-4
74	72	9/8	9/8	12/8	2	1		V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
75	73	0	0	12/8	2	1		i/iv	c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
75	73	3/4	3/4	12/8	2	1		V43/iv	c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
76	74	0	0	12/8	2	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
76	74	3/8	3/8	12/8	2	1		III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1
76	74	3/4	3/4	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
76	74	9/8	9/8	12/8	2	1		viio6/iv	c	i		viio6/iv		vii	o	6		iv			o	1	1	-6, -9, -3		-3	-6
77	75	0	0	12/8	2	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
77	75	3/8	3/8	12/8	2	1		III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1
77	75	3/4	3/4	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
77	75	9/8	9/8	12/8	2	1		viio6/iv	c	i		viio6/iv		vii	o	6		iv			o	1	1	-6, -9, -3		-3	-6
78	76	0	0	12/8	2	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
78	76	3/8	3/8	12/8	2	1		III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1
78	76	3/4	3/4	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
78	76	9/8	9/8	12/8	2	1		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
79	77	0	0	12/8	2	1		V[V|HC}	c	i	V	V		V					HC	}	M	1	1	1, 5, 2		1	1
79	77	3/8	3/8	12/8	2	1		i	c	i	V	i		i							m	1	1	0, -3, 1		0	0
79	77	3/4	3/4	12/8	2	1		iio6	c	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
79	77	9/8	9/8	12/8	2	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
80	78	0	0	12/8	2	1		#viio6	c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
80	78	3/8	3/8	12/8	2	1		#vio6	c	i	V	#vio6		#vi	o	6					o	1	1	0, -3, 3		3	0
80	78	3/4	3/4	12/8	2	1		V6	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
80	78	9/8	9/8	12/8	2	1		viio6/V	c	i	V	viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
81	79	0	0	12/8	2	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
81	79	3/8	3/8	12/8	2	1		i	c	i	V	i		i							m	1	1	0, -3, 1		0	0
81	79	3/4	3/4	12/8	2	1		iio6	c	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
81	79	9/8	9/8	12/8	2	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
82	80	0	0	12/8	2	1		#viio6	c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
82	80	3/8	3/8	12/8	2	1		#vio6	c	i	V	#vio6		#vi	o	6					o	1	1	0, -3, 3		3	0
82	80	3/4	3/4	12/8	2	1		V6	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
82	80	9/8	9/8	12/8	2	1		viio6/V	c	i	V	viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
83	81	0	0	12/8	2	1		V]{	c	i	V	V		V						{	M	1	1	1, 5, 2		1	1
84	82	0	0	12/8	2	1		V65/V	c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
85	83	0	0	12/8	2	1		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
85	83	3/4	3/4	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
86	84	0	0	12/8	2	1		V65}	c	i		V65		V		65				}	Mm7	1	1	5, 2, -1, 1		1	5
86	84	3/4	3/4	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
87	85	0	0	12/8	2	1		iio6{	c	i		iio6		ii	o	6				{	o	1	1	-1, -4, 2		2	-1
87	85	9/8	9/8	12/8	2	1		#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
88	86	0	0	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
89	87	0	0	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
89	87	9/8	9/8	12/8	2	1		#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
90	88	0	0	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
90	88	3/4	3/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
91	89	0	0	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
91	89	3/4	3/4	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
92	90	0	0	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
92	90	3/4	3/4	12/8	2	1		v6	c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
93	91	0	0	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
93	91	3/4	3/4	12/8	2	1		III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1
94	92	0	0	12/8	2	1		bII6	c	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
95	93	0	0	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
95	93	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
96	94	0	0	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
96	94	3/4	3/4	12/8	2	1		v6	c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
97	95	0	0	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
97	95	3/4	3/4	12/8	2	1		III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1
98	96	0	0	12/8	2	1		bII6	c	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
99	97	0	0	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
99	97	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
100	98	0	0	12/8	2	1		i|PAC}	c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
100	98	3/8	3/8	12/8	2	1		i6{	c	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
100	98	3/4	3/4	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
100	98	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
101	99	0	0	12/8	2	1		VI|DC	c	i		VI		VI					DC		M	1	1	-4, 0, -3		-4	-4
101	99	3/8	3/8	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
101	99	3/4	3/4	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
101	99	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
102	100	0	0	12/8	2	1		VI|DC	c	i		VI		VI					DC		M	1	1	-4, 0, -3		-4	-4
102	100	3/8	3/8	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
102	100	3/4	3/4	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
102	100	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
103	101	0	0	12/8	2	1		i(#74)}	c	i		i(#74)		i			#74			}	m	1	1	0, -1, 1	5	0	0
103	101	3/4	3/4	12/8	2	1		i|PAC	c	i		i		i					PAC		m	1	1	0, -3, 1		0	0
