mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2	1	0	0	2/4	2	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
4	3	0	0	2/4	2	1	ii%42	c	i		ii%42	ii	%	42					%7	1	1				
5	4	0	0	2/4	2	1	viio7	c	i		viio7	vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
6	5	0	0	2/4	2	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
7	6	1/8	1/8	2/4	2	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	7	0	0	2/4	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
8	7	1/8	1/8	2/4	2	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	7	1/4	1/4	2/4	2	1	ii6	c	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
8	7	3/8	3/8	2/4	2	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
9	8	0	0	2/4	2	1	VI|DC	c	i		VI	VI					DC		M	1	1	-4, 0, -3		-4	-4
10	9	1/8	1/8	2/4	2	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	10	0	0	2/4	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
11	10	1/8	1/8	2/4	2	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	10	1/4	1/4	2/4	2	1	ii6	c	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
11	10	3/8	3/8	2/4	2	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
12	11	0	0	2/4	2	1	I|PAC}	c	i		I	I					PAC	}	M	1	1	0, 4, 1		0	0
13	12	0	0	2/4	2	1	III.I{	c	III		I	I						{	M	1	0	0, 4, 1		0	0
15	14	0	0	2/4	2	1	V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
17	16	0	0	2/4	2	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
17	16	3/8	3/8	2/4	2	1	IV	c	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
18	17	0	0	2/4	2	1	V65/IV	c	III		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
18	17	1/4	1/4	2/4	2	1	IV	c	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
18	17	3/8	3/8	2/4	2	1	viio6	c	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
19	18	0	0	2/4	2	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
20	19	0	0	2/4	2	1	V65/IV	c	III		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
20	19	1/4	1/4	2/4	2	1	IV	c	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
20	19	3/8	3/8	2/4	2	1	viio6	c	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
21	20	0	0	2/4	2	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
22	21	0	0	2/4	2	1	viio/IV	c	III		viio/IV	vii	o			IV			o	1	0	4, 1, -2		4	4
