mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.Eb.I[I	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
2	2	0	viio64	Eb	I	I	viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
2	2	1/2	I	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
4	4	0	IV64	Eb	I	I	IV64	IV		64				M	0	0	0, -1, 3		-1	0
4	4	1/2	I]	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
5	5	1/2	V43	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
6	6	0	I6	Eb	I		I6	I		6				M	0	0	4, 1, 0		0	4
7	7	0	IV	Eb	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
7	7	1/4	I6	Eb	I		I6	I		6				M	0	0	4, 1, 0		0	4
7	7	1/2	viio	Eb	I		viio	vii	o					o	0	0	5, 2, -1		5	5
7	7	3/4	I	Eb	I		I	I						M	0	0	0, 4, 1		0	0
8	8	0	V\\	Eb	I		V	V					\\	M	0	0	1, 5, 2		1	1
9	9	0	I[I	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
10	10	0	viio64	Eb	I	I	viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
10	10	1/2	I	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
12	12	0	IV64	Eb	I	I	IV64	IV		64				M	0	0	0, -1, 3		-1	0
12	12	1/2	I]	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
13	13	1/2	V43	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
14	14	0	I6	Eb	I		I6	I		6				M	0	0	4, 1, 0		0	4
15	15	0	IV6	Eb	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
15	15	1/4	IV	Eb	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
15	15	1/2	viio6	Eb	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
15	15	3/4	viio	Eb	I		viio	vii	o					o	0	0	5, 2, -1		5	5
16	16	0	V\\	Eb	I		V	V					\\	M	0	0	1, 5, 2		1	1
16	16	3/4	V.I6	Eb	V		I6	I		6				M	0	0	4, 1, 0		0	4
17	17	0	I	Eb	V		I	I						M	0	0	0, 4, 1		0	0
18	18	0	V6	Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
18	18	1/2	viio6	Eb	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
19	19	0	V65	Eb	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
19	19	1/4	V6	Eb	V		V6	V		6				M	0	0	5, 2, 1		1	5
19	19	3/4	V65	Eb	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
