mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	3/4	2	1	G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	3	3	1.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	4	4	1.0	1/4	1/4	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	5	5	1.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	6	6	1.0	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	3	7	7	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
3	3	8	8	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	9	9	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
5	5	12	12	3.0	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	15	15	2.0	0	0	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	6	17	17	1.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
7	7	18	18	2.0	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	20	20	1.0	1/2	1/2	3/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
8	8	21	21	3.0	0	0	3/4	2	1	V|HC}	G	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
9	9	24	24	3.0	0	0	3/4	2	1	iio/ii{	G	I		iio/ii	ii	o			ii		{	o	0	0	4, 1, -2		4	4
10	10	27	27	3.0	0	0	3/4	2	1	V65/ii	G	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
11	11	30	30	3.0	0	0	3/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
12	12	33	33	3.0	0	0	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	13	36	36	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
14	14	39	39	1.0	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	40	40	1.0	1/4	1/4	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
14	14	41	41	1.0	1/2	1/2	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
15	15	42	42	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
16	16	45	45	1.0	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	16	46	46	1.0	1/4	1/4	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
16	16	47	47	1.0	1/2	1/2	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
17	17	48	48	1.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
17	17	49	49	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
17	17	50	50	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	51	51	3.0	0	0	3/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
19	1	54	54	3.0	0	0	3/4	2	1	I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
20	2	57	57	1.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	2	58	58	1.0	1/4	1/4	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	2	59	59	1.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
21	3	60	60	1.0	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
21	3	61	61	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	3	62	62	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	4	63	63	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
23	5	66	66	3.0	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	6	69	69	2.0	0	0	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	6	71	71	1.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
25	7	72	72	2.0	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
25	7	74	74	1.0	1/2	1/2	3/4	2	1	vii%7/V	G	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
26	8	75	75	3.0	0	0	3/4	2	1	V|HC}	G	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
27	9	78	78	3.0	0	0	3/4	2	1	iio/ii{	G	I		iio/ii	ii	o			ii		{	o	0	0	4, 1, -2		4	4
28	10	81	81	3.0	0	0	3/4	2	1	#viio/ii	G	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
29	11	84	84	3.0	0	0	3/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
30	12	87	87	3.0	0	0	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	13	90	90	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
32	14	93	93	1.0	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
32	14	94	94	1.0	1/4	1/4	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
32	14	95	95	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	15	96	96	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
34	16	99	99	1.0	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	16	100	100	1.0	1/4	1/4	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
34	16	101	101	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	17	102	102	1.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
35	17	103	103	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
35	17	104	104	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	18	105	105	3.0	0	0	3/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
37	1	108	108	3.0	0	0	3/4	2	1	I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
38	2	111	111	1.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
38	2	112	112	1.0	1/4	1/4	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	2	113	113	1.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
39	3	114	114	1.0	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
39	3	115	115	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
39	3	116	116	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
