mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	2	1	c.i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	3	1.0	0	0	3/4	2	1	#viio65(2)	c	i		#viio65(2)		#vii	o	65	2				o7	1	1	2, -1, -4, 0		5	2
2	2	4	2.0	1/4	1/4	3/4	2	1	#viio65	c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
3	3	6	1.0	0	0	3/4	2	1	i6(9)	c	i		i6(9)		i		6	9				m	1	1	-3, 1, 0	2	0	-3
3	3	7	2.0	1/4	1/4	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	4	9	0.5	0	0	3/4	2	1	iio6(2)	c	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
4	4	19/2	2.5	1/8	1/8	3/4	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
5	5	12	1.0	0	0	3/4	2	1	V(11)	c	i		V(11)		V			11				M	1	1	1, 5, 2	0	1	1
5	5	13	1.0	1/4	1/4	3/4	2	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	14	0.5	1/2	1/2	3/4	2	1	VI|DC	c	i		VI		VI					DC		M	1	1	-4, 0, -3		-4	-4
5	5	29/2	0.5	5/8	5/8	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
6	6	15	0.5	0	0	3/4	2	1	iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
6	6	31/2	0.5	1/8	1/8	3/4	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
6	6	16	1.0	1/4	1/4	3/4	2	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
6	6	17	1.0	1/2	1/2	3/4	2	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	7	18	3.0	0	0	3/4	2	1	i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
8	8	21	1.0	0	0	3/4	2	1	III.V6(9)	c	III		V6(9)		V		6	9				M	1	0	5, 2, 1	3	1	5
8	8	22	1.0	1/4	1/4	3/4	2	1	V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
8	8	23	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
9	9	24	0.5	0	0	3/4	2	1	I(119)	c	III		I(119)		I			119				M	1	0	0, 4, 1	-1, 2	0	0
9	9	49/2	1.5	1/8	1/8	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
9	9	26	1.0	1/2	1/2	3/4	2	1	V/IV	c	III		V/IV		V				IV			M	1	0	0, 4, 1		0	0
10	10	27	0.5	0	0	3/4	2	1	IV(^9^7)	c	III		IV(^9^7)		IV			^9^7				M	1	0	-1, 3, 0	1, 4	-1	-1
10	10	55/2	2.5	1/8	1/8	3/4	2	1	IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
11	11	30	1.0	0	0	3/4	2	1	I(1311)}	c	III		I(1311)		I			1311			}	M	1	0	0, 4, 1	3, -1	0	0
11	11	31	2.0	1/4	1/4	3/4	2	1	I|PC	c	III		I		I					PC		M	1	0	0, 4, 1		0	0
11	11	65/2	0.0	5/8	5/8	3/4	2	1	{	c	III										{		1	0				
12	12	33	1.0	0	0	3/4	2	1	ii6(2)	c	III		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
12	12	34	2.0	1/4	1/4	3/4	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
13	13	36	1.0	0	0	3/4	2	1	I6(2)	c	III		I6(2)		I		6	2				M	1	0	4, 1, 2		0	4
13	13	37	2.0	1/4	1/4	3/4	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
14	14	39	1.0	0	0	3/4	2	1	ii(^7)	c	III		ii(^7)		ii			^7				m	1	0	2, -1, 3	0	2	2
14	14	40	1.0	1/4	1/4	3/4	2	1	ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
14	14	41	0.5	1/2	1/2	3/4	2	1	viio64	c	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
14	14	83/2	0.5	5/8	5/8	3/4	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
15	15	42	1.0	0	0	3/4	2	1	ii7(4)	c	III		ii7(4)		ii		7	4				mm7	1	0	2, 1, 3, 0		2	2
15	15	43	1.0	1/4	1/4	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
15	15	44	0.5	1/2	1/2	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
15	15	89/2	0.5	5/8	5/8	3/4	2	1	V65/VI	c	III		V65/VI		V		65		VI			Mm7	1	0	8, 5, 2, 4		4	8
16	16	45	0.5	0	0	3/4	2	1	IVM7	c	III		IVM7		IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
16	16	91/2	0.5	1/8	1/8	3/4	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
16	16	46	1.0	1/4	1/4	3/4	2	1	V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
16	16	47	1.0	1/2	1/2	3/4	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
17	17	48	2.0	0	0	3/4	2	1	I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
17	17	50	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
18	18	51	2.0	0	0	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
18	18	53	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
19	19	54	2.0	0	0	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
19	19	56	1.0	1/2	1/2	3/4	2	1	#viio7/ii	c	III		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
20	20	57	1.0	0	0	3/4	2	1	ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
20	20	58	1.0	1/4	1/4	3/4	2	1	V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
20	20	59	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
21	21	60	2.0	0	0	3/4	2	1	I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
21	21	62	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	22	63	2.0	0	0	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
22	22	65	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
23	23	66	2.0	0	0	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
23	23	68	1.0	1/2	1/2	3/4	2	1	#viio7/ii	c	III		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
24	24	69	1.0	0	0	3/4	2	1	ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
24	24	70	1.0	1/4	1/4	3/4	2	1	V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
24	24	71	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	25	72	2.0	0	0	3/4	2	1	iv6|DC	c	III		iv6		iv		6			DC		m	1	0	-4, 0, -1		-1	-4
25	25	74	1.0	1/2	1/2	3/4	2	1	V43/iv	c	III		V43/iv		V		43		iv			Mm7	1	0	1, -2, 0, 4		0	1
26	26	75	1.0	0	0	3/4	2	1	iv(11)	c	III		iv(11)		iv			11				m	1	0	-1, -4, 0	5	-1	-1
26	26	76	1.0	1/4	1/4	3/4	2	1	iv	c	III		iv		iv							m	1	0	-1, -4, 0		-1	-1
26	26	77	0.5	1/2	1/2	3/4	2	1	bVI64	c	III		bVI64		bVI		64					M	1	0	-3, -4, 0		-4	-3
26	26	155/2	0.5	5/8	5/8	3/4	2	1	It6/V	c	III		It6/V	It	vii	o	6	b3	V/V			It	1	0	-3, 1, 7		7	-3
27	27	78	1.0	0	0	3/4	2	1	V/V	c	III		V/V		V				V			M	1	0	2, 6, 3		2	2
27	27	79	2.0	1/4	1/4	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
28	28	81	0.5	0	0	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
28	28	163/2	0.5	1/8	1/8	3/4	2	1	ii65	c	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
28	28	82	1.0	1/4	1/4	3/4	2	1	V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
28	28	83	1.0	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
29	29	84	6.0	0	0	3/4	2	1	I|PAC}	c	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
30	30	87	0.0	0	0	3/4	2	1	{	c	III										{		1	0				
31	31	90	1.0	0	0	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	31	91	2.0	1/4	1/4	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
32	32	93	1.0	0	0	3/4	2	1	IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
