mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	15	0	I	A	V		I	I						M	0	0	0, 4, 1		0	0
15	15	1/6	I6	A	V		I6	I		6				M	0	0	4, 1, 0		0	4
15	15	1/4	viio6	A	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
15	15	5/12	vi6	A	V		vi6	vi		6				m	0	0	0, 4, 3		3	0
15	15	1/2	V6	A	V		V6	V		6				M	0	0	5, 2, 1		1	5
15	15	2/3	V7	A	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
16	16	0	I	A	V		I	I						M	0	0	0, 4, 1		0	0
17	17	0	IV64	A	V		IV64	IV		64				M	0	0	0, -1, 3		-1	0
18	18	0	I	A	V		I	I						M	0	0	0, 4, 1		0	0
19	19	0	V	A	V		V	V						M	0	0	1, 5, 2		1	1
19	19	1/4	V65	A	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
19	19	1/2	I	A	V		I	I						M	0	0	0, 4, 1		0	0
20	20	0	V	A	V		V	V						M	0	0	1, 5, 2		1	1
20	20	1/4	V65	A	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
20	20	1/2	I	A	V		I	I						M	0	0	0, 4, 1		0	0
21	21	0	ii6	A	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
21	21	1/4	V(64)	A	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
21	21	1/2	V7	A	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
22	22	0	vi(964)	A	V		vi(964)	vi			964			m	0	0	3, 2, -1	5	3	3
22	22	1/4	vi\\	A	V		vi	vi					\\	m	0	0	3, 0, 4		3	3
23	23	0	V6	A	V		V6	V		6				M	0	0	5, 2, 1		1	5
23	23	1/4	V65	A	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
23	23	1/2	I	A	V		I	I						M	0	0	0, 4, 1		0	0
24	24	0	V6	A	V		V6	V		6				M	0	0	5, 2, 1		1	5
24	24	1/4	V65	A	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
24	24	1/2	I	A	V		I	I						M	0	0	0, 4, 1		0	0
25	25	0	ii6	A	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
25	25	1/4	V(64)	A	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
25	25	1/2	V7	A	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
26	26	0	I\\	A	V		I	I					\\	M	0	0	0, 4, 1		0	0
26	26	1/4	I6	A	V		I6	I		6				M	0	0	4, 1, 0		0	4
26	26	1/2	IV	A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
26	26	2/3	V7	A	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	I	A	V		I	I						M	0	0	0, 4, 1		0	0
27	27	1/4	I6	A	V		I6	I		6				M	0	0	4, 1, 0		0	4
27	27	1/2	IV	A	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
27	27	2/3	V7	A	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
28	28	0	I(74)	A	V		I(74)	I			74			M	0	0	0, -1, 1	5	0	0
28	28	1/2	I\\	A	V		I	I					\\	M	0	0	0, 4, 1		0	0
29	29	0	I.V65/ii	A	I		V65/ii	V		65		ii		Mm7	0	0	7, 4, 1, 3		3	7
29	29	1/4	#viio/ii	A	I		#viio/ii	#vii	o			ii		o	0	0	7, 4, 1		7	7
29	29	5/8	#viio7/ii	A	I		#viio7/ii	#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
30	30	0	ii	A	I		ii	ii						m	0	0	2, -1, 3		2	2
31	31	0	iio6/ii	A	I		iio6/ii	ii	o	6		ii		o	0	0	1, -2, 4		4	1
31	31	1/4	V(64)/ii	A	I		V(64)/ii	V			64	ii		M	0	0	3, 2, -1		3	3
31	31	1/2	V/ii	A	I		V/ii	V				ii		M	0	0	3, 7, 4		3	3
32	32	0	ii\\	A	I		ii	ii					\\	m	0	0	2, -1, 3		2	2
32	32	1/2	IV64	A	I		IV64	IV		64				M	0	0	0, -1, 3		-1	0
33	33	0	V6	A	I		V6	V		6				M	0	0	5, 2, 1		1	5
34	34	0	I	A	I		I	I						M	0	0	0, 4, 1		0	0
35	35	0	IV	A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
35	35	1/2	vii%7/V	A	I		vii%7/V	vii	%	7		V		%7	0	0	6, 5, 12, 4		6	6
36	36	0	V(13)	A	I		V(13)	V			13			M	0	0	1, 5, 2	4	1	1
36	36	1/4	V\\	A	I		V	V					\\	M	0	0	1, 5, 2		1	1
36	36	1/2	viio6	A	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
37	37	0	I	A	I		I	I						M	0	0	0, 4, 1		0	0
38	38	0	V43	A	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
38	38	1/4	V65	A	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
39	39	0	I	A	I		I	I						M	0	0	0, 4, 1		0	0
39	39	1/2	IV64	A	I		IV64	IV		64				M	0	0	0, -1, 3		-1	0
40	40	0	V65	A	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
40	40	1/4	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0	0
40	40	1/2	I6	A	I		I6	I		6				M	0	0	4, 1, 0		0	4
41	41	0	ii6(9)	A	I		ii6(9)	ii		6	9			m	0	0	-1, 3, 2	4	2	-1
41	41	1/4	ii6	A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
41	41	1/2	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
42	42	0	vi(9)	A	I		vi(9)	vi			9			m	0	0	3, 0, 4	5	3	3
42	42	1/4	vi	A	I		vi	vi						m	0	0	3, 0, 4		3	3
43	43	0	V65/IV	A	I		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
44	44	0	IV	A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
44	44	1/4	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
44	44	1/2	vi	A	I		vi	vi						m	0	0	3, 0, 4		3	3
45	45	0	ii6	A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
45	45	1/4	V(64)	A	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
45	45	1/2	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	vi(964)	A	I		vi(964)	vi			964			m	0	0	3, 2, -1	5	3	3
46	46	1/4	vi\\	A	I		vi	vi					\\	m	0	0	3, 0, 4		3	3
47	47	0	V6	A	I		V6	V		6				M	0	0	5, 2, 1		1	5
47	47	1/4	V65	A	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
47	47	1/2	I	A	I		I	I						M	0	0	0, 4, 1		0	0
48	48	0	V6	A	I		V6	V		6				M	0	0	5, 2, 1		1	5
48	48	1/4	V65	A	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
48	48	1/2	I	A	I		I	I						M	0	0	0, 4, 1		0	0
49	49	0	ii6	A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
49	49	1/4	V(64)	A	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
49	49	1/2	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
50	50	0	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0	0
50	50	1/4	I6	A	I		I6	I		6				M	0	0	4, 1, 0		0	4
50	50	1/2	IV	A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
50	50	2/3	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
51	51	0	I	A	I		I	I						M	0	0	0, 4, 1		0	0
51	51	1/4	vi	A	I		vi	vi						m	0	0	3, 0, 4		3	3
51	51	1/2	vii%7/V	A	I		vii%7/V	vii	%	7		V		%7	0	0	6, 5, 12, 4		6	6
52	52	0	V(64)\\	A	I		V(64)	V			64		\\	M	0	0	1, 0, 4		1	1
52	52	1/2	V	A	I		V	V						M	0	0	1, 5, 2		1	1
53	53	0	I	A	I		I	I						M	0	0	0, 4, 1		0	0
53	53	1/4	I6	A	I		I6	I		6				M	0	0	4, 1, 0		0	4
53	53	1/2	IV	A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
53	53	2/3	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
54	54	0	I	A	I		I	I						M	0	0	0, 4, 1		0	0
54	54	1/4	I6	A	I		I6	I		6				M	0	0	4, 1, 0		0	4
54	54	1/2	IV	A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
54	54	2/3	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
55	55	0	I(74)	A	I		I(74)	I			74			M	0	0	0, -1, 1	5	0	0
55	55	1/2	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0	0
