mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1		.Bb.I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	3/4	1	1		IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	1/2	1/2	3/4	1	1		vii%7/V		Bb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
4	4	0	0	3/4	1	1		V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
4	4	1/4	1/4	3/4	1	1		I\\		Bb	I		I	I						\\	M	0	0	0, 4, 1		0	0
5	5	0	0	3/4	1	1		V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
5	5	1/4	1/4	3/4	1	1		viio64		Bb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
5	5	1/2	1/2	3/4	1	1		I6		Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	0	0	3/4	1	1		V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
6	6	1/4	1/4	3/4	1	1		viio		Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
6	6	1/2	1/2	3/4	1	1		I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	3/4	1	1		IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	1/2	1/2	3/4	1	1		vii%7/V		Bb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
8	8	0	0	3/4	1	1		V(64)		Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	1/4	1/4	3/4	1	1		V6\\		Bb	I		V6	V		6				\\	M	0	0	5, 2, 1		1	5
8	8	1/2	1/2	3/4	1	1		V.I64	V	Bb	V		I64	I		64					M	0	0	1, 0, 4		0	1
9	9	0	0	3/4	1	1		I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
9	9	1/2	1/2	3/4	1	1		ii	viio6	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
10	10	1/2	1/2	3/4	1	1		I6		Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	0	0	3/4	1	1		I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
11	11	1/2	1/2	3/4	1	1		ii		Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
12	12	1/2	1/2	3/4	1	1		I6		Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	3/4	1	1		I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
