mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0.5	0	0	3/8	2	1	A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/2	0.5	1/8	1/8	3/8	2	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	1	0.5	1/4	1/4	3/8	2	1	IV6(+2)		A	I		IV6(+2)	IV		6	+2				M	0	0	3, 0, -1	1	-1	3
2	2	3/2	0.5	0	0	3/8	2	1	iii6		A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
2	2	2	0.5	1/8	1/8	3/8	2	1	ii6(+4)		A	I		ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
2	2	5/2	0.5	1/4	1/4	3/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	3	0.5	0	0	3/8	2	1	IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	7/2	0.5	1/8	1/8	3/8	2	1	iii6(+6)		A	I		iii6(+6)	iii		6	+6				m	0	0	1, 5, 4	0	4	1
3	3	4	0.5	1/4	1/4	3/8	2	1	ii6(+7)	IV	A	I		ii6(+7)	ii		6	+7				m	0	0	-1, 3, 2	0	2	-1
4	4	9/2	0.5	0	0	3/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	5	0.5	1/8	1/8	3/8	2	1	viio6		A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	4	11/2	0.5	1/4	1/4	3/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
5	5	6	1.5	0	0	3/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	15/2	1.5	0	0	3/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	9	0.5	0	0	3/8	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	19/2	0.5	1/8	1/8	3/8	2	1	viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
7	7	10	0.5	1/4	1/4	3/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
8	8	21/2	1.0	0	0	3/8	2	1	V|HC}		A	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
8	8	23/2	0.5	1/4	1/4	3/8	2	1	V65	viio	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	12	0.5	0	0	3/8	2	1	I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
9	9	25/2	0.5	1/8	1/8	3/8	2	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	13	0.5	1/4	1/4	3/8	2	1	IV6(+2)		A	I		IV6(+2)	IV		6	+2				M	0	0	3, 0, -1	1	-1	3
10	10	27/2	0.5	0	0	3/8	2	1	iii6		A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
10	10	14	0.5	1/8	1/8	3/8	2	1	ii6(+4)		A	I		ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
10	10	29/2	0.5	1/4	1/4	3/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	15	0.5	0	0	3/8	2	1	IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	31/2	0.5	1/8	1/8	3/8	2	1	iii6(+6)		A	I		iii6(+6)	iii		6	+6				m	0	0	1, 5, 4	0	4	1
11	11	16	0.5	1/4	1/4	3/8	2	1	ii6(+7)	IV	A	I		ii6(+7)	ii		6	+7				m	0	0	-1, 3, 2	0	2	-1
12	12	33/2	0.5	0	0	3/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	17	0.5	1/8	1/8	3/8	2	1	viio6		A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	12	35/2	0.5	1/4	1/4	3/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
13	13	18	1.5	0	0	3/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	39/2	1.5	0	0	3/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	21	0.5	0	0	3/8	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
15	15	43/2	0.5	1/8	1/8	3/8	2	1	viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
15	15	22	0.5	1/4	1/4	3/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
16	16	45/2	1.0	0	0	3/8	2	1	V|HC}		A	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
16	16	47/2	0.5	1/4	1/4	3/8	2	1	V65{		A	I		V65	V		65				{	Mm7	0	0	5, 2, -1, 1		1	5
17	17	24	1.5	0	0	3/8	2	1	V.ii6		A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	18	51/2	1.5	0	0	3/8	2	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
19	19	27	1.5	0	0	3/8	2	1	IV6		A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
20	20	57/2	1.5	0	0	3/8	2	1	V65		A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	30	0.5	0	0	3/8	2	1	I}{		A	V		I	I						}{	M	0	0	0, 4, 1		0	0
21	21	61/2	0.5	1/8	1/8	3/8	2	1	V6		A	V		V6	V		6					M	0	0	5, 2, 1		1	5
21	21	31	0.5	1/4	1/4	3/8	2	1	IV6(+2)		A	V		IV6(+2)	IV		6	+2				M	0	0	3, 0, -1	1	-1	3
22	22	63/2	1.5	0	0	3/8	2	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
23	23	33	0.5	0	0	3/8	2	1	i/i		A	V		i/i	i				i			m	0	0	0, -3, 1		0	0
