mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	2/2	2	1	c.i6{	c	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
1	0	1	1	2.0	1/4	3/4	2/2	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
2	1	3	3	1.0	1/4	1/4	2/2	2	1	#viio64/iv	c	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
2	1	4	4	1.0	1/2	1/2	2/2	2	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	1	5	5	1.0	3/4	3/4	2/2	2	1	V7/iv	c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
3	2	6	6	1.0	0	0	2/2	2	1	iv(9#7)	c	i		iv(9#7)	iv			9#7				m	1	1	-1, -4, 0	1, 4	-1	-1
3	2	7	7	2.0	1/4	1/4	2/2	2	1	iv}	c	i		iv	iv						}	m	1	1	-1, -4, 0		-1	-1
3	2	8	8	0.0	1/2	1/2	2/2	2	1	{	c	i									{		1	1				
3	2	9	9	1.0	3/4	3/4	2/2	2	1	V65	c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	10	10	1.0	0	0	2/2	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
4	3	11	11	1.0	1/4	1/4	2/2	2	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	12	12	1.0	1/2	1/2	2/2	2	1	iio6	c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
4	3	13	13	1.0	3/4	3/4	2/2	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
5	4	14	14	1.0	0	0	2/2	2	1	V(64)	c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
5	4	15	15	1.0	1/4	1/4	2/2	2	1	V|HC}	c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
5	4	16	16	1.0	1/2	1/2	2/2	2	1	i6{	c	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
5	4	17	17	2.0	3/4	3/4	2/2	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
6	5	19	19	1.0	1/4	1/4	2/2	2	1	#viio64/iv	c	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
6	5	20	20	1.0	1/2	1/2	2/2	2	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
6	5	21	21	1.0	3/4	3/4	2/2	2	1	V7/iv	c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
7	6	22	22	1.0	0	0	2/2	2	1	iv(9#7)	c	i		iv(9#7)	iv			9#7				m	1	1	-1, -4, 0	1, 4	-1	-1
7	6	23	23	1.0	1/4	1/4	2/2	2	1	iv}	c	i		iv	iv						}	m	1	1	-1, -4, 0		-1	-1
7	6	24	24	2.0	1/2	1/2	2/2	2	1	#viio{	c	i		#viio	#vii	o					{	o	1	1	5, 2, -1		5	5
8	7	26	26	1.0	0	0	2/2	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
8	7	27	27	1.0	1/4	1/4	2/2	2	1	iio6	c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
