mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	0.5	0	0	3/8	2	1	Eb.I{		Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	0.5	1/8	1/8	3/8	2	1	ii(^4)		Eb	I		ii(^4)	ii			^4				m	0	0	2, -1, 1		2	2
1	1	1	1	0.5	1/4	1/4	3/8	2	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	3/2	3/2	0.5	0	0	3/8	2	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
2	2	2	2	0.5	1/8	1/8	3/8	2	1	ii(^4)		Eb	I		ii(^4)	ii			^4				m	0	0	2, -1, 1		2	2
2	2	5/2	5/2	0.5	1/4	1/4	3/8	2	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	3	3	0.5	0	0	3/8	2	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
3	3	7/2	7/2	0.5	1/8	1/8	3/8	2	1	viio6/V		Eb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
3	3	4	4	0.5	1/4	1/4	3/8	2	1	V7/V		Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	9/2	9/2	1.5	0	0	3/8	2	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
5	5	6	6	0.5	0	0	3/8	2	1	IV(#2)		Eb	I		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
5	5	13/2	13/2	0.5	1/8	1/8	3/8	2	1	IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	7	7	0.5	1/4	1/4	3/8	2	1	vii%43		Eb	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
6	6	15/2	15/2	0.5	0	0	3/8	2	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	8	8	0.5	1/8	1/8	3/8	2	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	17/2	17/2	0.5	1/4	1/4	3/8	2	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	9	9	0.5	0	0	3/8	2	1	V65(6)		Eb	I		V65(6)	V		65	6				Mm7	0	0	5, 4, -1, 1		1	5
7	7	19/2	19/2	0.5	1/8	1/8	3/8	2	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	10	10	0.5	1/4	1/4	3/8	2	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
8	8	21/2	21/2	0.5	0	0	3/8	2	1	V(64)}		Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
8	8	11	11	1.0	1/8	1/8	3/8	2	1	V|HC		Eb	I		V	V					HC		M	0	0	1, 5, 2		1	1
9	9	12	12	0.5	0	0	3/8	2	1	I{		Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
9	9	25/2	25/2	0.5	1/8	1/8	3/8	2	1	ii(^4)		Eb	I		ii(^4)	ii			^4				m	0	0	2, -1, 1		2	2
9	9	13	13	0.5	1/4	1/4	3/8	2	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
10	10	27/2	27/2	0.5	0	0	3/8	2	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
10	10	14	14	0.5	1/8	1/8	3/8	2	1	ii(^4)		Eb	I		ii(^4)	ii			^4				m	0	0	2, -1, 1		2	2
10	10	29/2	29/2	0.5	1/4	1/4	3/8	2	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	11	15	15	0.5	0	0	3/8	2	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
11	11	31/2	31/2	0.5	1/8	1/8	3/8	2	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
11	11	16	16	0.5	1/4	1/4	3/8	2	1	V7/V		Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
