mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/4	4/4	2	1		A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	1/2	1/2	4/4	2	1		V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	2	0	0	4/4	2	1		IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	2	1/2	1/2	4/4	2	1		iii6		A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
4	3	0	0	4/4	2	1		ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
5	4	0	0	4/4	2	1		V2}		A	I		V2	V		2				}	Mm7	0	0	-1, 1, 5, 2		1	-1
5	4	1/4	1/4	4/4	2	1		I6|IAC		A	I		I6	I		6			IAC		M	0	0	4, 1, 0		0	4
5	4	1/2	1/2	4/4	2	1		I		A	I		I	I							M	0	0	0, 4, 1		0	0
5	4	3/4	3/4	4/4	2	1		{		A	I									{		0	0				
6	5	1/2	1/2	4/4	2	1		V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	6	0	0	4/4	2	1		IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	6	1/2	1/2	4/4	2	1		iii6		A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
8	7	0	0	4/4	2	1		V6/V		A	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
9	8	0	0	4/4	2	1		V(4)}		A	I		V(4)	V			4			}	M	0	0	1, 0, 2		1	1
9	8	1/4	1/4	4/4	2	1		V|HC		A	I		V	V					HC		M	0	0	1, 5, 2		1	1
9	8	1/2	1/2	4/4	2	1		V.I6{		A	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
9	8	3/4	3/4	4/4	2	1		V7/IV		A	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
10	9	0	0	4/4	2	1		IV		A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	11	0	0	4/4	2	1		I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	13	0	0	4/4	2	1		viio6		A	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
15	14	0	0	4/4	2	1		V7		A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	15	0	0	4/4	2	1		I		A	V		I	I							M	0	0	0, 4, 1		0	0
16	15	1/4	1/4	4/4	2	1		viio6		A	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
16	15	1/2	1/2	4/4	2	1		I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	15	3/4	3/4	4/4	2	1		vii%7/V		A	V		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
17	16	0	0	4/4	2	1		V(64)}		A	V		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
17	16	1/4	1/4	4/4	2	1		V|HC		A	V		V	V					HC		M	0	0	1, 5, 2		1	1
18	17	0	0	4/4	2	1		I{		A	V		I	I						{	M	0	0	0, 4, 1		0	0
20	19	0	0	4/4	2	1		I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	19	1/4	1/4	4/4	2	1		I		A	V		I	I							M	0	0	0, 4, 1		0	0
20	19	3/4	3/4	4/4	2	1		I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	19	7/8	7/8	4/4	2	1		V65/V		A	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
